,obj_id,oid,link_bibcode,ra,dec,coo_bibcode,parallax,parallax_err,parallax_bibcode,pmra,pmdec,pm_err,pm_bibcode,radvel,radvel_err,rvz_bibcode,ids,EDR3 id,DR2 id,TIC,reported
999,Cl* NGC 188 DGV 1713,303685,2018AJ....156..142D,5.45175828223,85.36070822201,2020yCat.1350....0G,0.4988,0.1238999962806701,2020yCat.1350....0G,15.893,1.543,3.0,2020yCat.1350....0G,9.9,2.5,2018AJ....156..142D,Gaia EDR3 573999431102318336|TIC 461592159|2MASS J00214840+8521385|Cl* NGC  188    DGV    1713|Cl* NGC  188    PKM    2457|Cl* NGC  188    SMV      33|Gaia DR2 573999431102318336,573999431102318336,5.7399943110231834e+17,461592159.0,1
1007,Cl* NGC 188 DGV 1691,303561,2018AJ....156..142D,7.08139576714,85.46902233851,2020yCat.1350....0G,0.4066,0.0172000005841255,2020yCat.1350....0G,-2.081,2.992,3.0,2020yCat.1350....0G,-92.9,0.2000000029802322,2018AJ....156..142D,Gaia EDR3 574006784086460928|TIC 461593966|2MASS J00281957+8528084|Cl* NGC  188    DGV    1691|Cl* NGC  188    PKM     136|Cl* NGC  188    SMV    1229|Gaia DR2 574006784086460928,574006784086460928,5.740067840864609e+17,461593966.0,1
1009,2MASS J00285616+8458283,4922303,2018AJ....156..142D,7.233901016570001,84.97453124523,2020yCat.1350....0G,0.2975,0.0126000000163912,2020yCat.1350....0G,-1.075,1.084,3.0,2020yCat.1350....0G,-12.5,0.1000000014901161,2018AJ....156..142D,Gaia EDR3 573565914284605440|TIC 461593714|Cl* NGC  188    SMV     888|2MASS J00285616+8458283|Gaia DR2 573565914284605440,573565914284605440,5.7356591428460544e+17,461593714.0,1
1018,2MASS J00325807+8512069,3739079,2018AJ....156..142D,8.24188540607,85.20192906281,2020yCat.1350....0G,0.4352,0.0098999999463558,2020yCat.1350....0G,-0.359,-0.333,3.0,2020yCat.1350....0G,-61.0,0.1000000014901161,2018AJ....156..142D,Gaia EDR3 573949678201393792|TIC 461595571|Cl* NGC  188     MT      23|Cl* NGC  188    SMV    2237|Cl* NGC  188    UMK      26|Cl* NGC  188    PKM    3170|Cl* NGC  188    DGV     928|2MASS J00325807+8512069|GEN# +2.01885026|Gaia DR2 573949678201393792,573949678201393792,5.739496782013938e+17,461595571.0,1
1021,Cl* NGC 188 MT 19,3739075,2018AJ....156..142D,8.33638955174,85.16672013495,2020yCat.1350....0G,0.7002,0.0097000002861022,2020yCat.1350....0G,11.029,-0.417,3.0,2020yCat.1350....0G,-1.0,0.1000000014901161,2018AJ....156..142D,Gaia EDR3 573949472042987136|TIC 461595553|Cl* NGC  188     MT      19|Cl* NGC  188    UMK      27|Cl* NGC  188    PKM    3184|Cl* NGC  188    DGV     915|2MASS J00332074+8510002|Cl* NGC  188    SMV    2331|Gaia DR2 573949472042987136,573949472042987136,5.7394947204298714e+17,461595553.0,1
1026,2MASS J00350324+8452103,4923057,2018AJ....156..142D,8.763600894199998,84.86956011548,2020yCat.1350....0G,0.4697,0.0122999995946884,2020yCat.1350....0G,-7.533,1.375,3.0,2020yCat.1350....0G,-43.0,0.1000000014901161,2018AJ....156..142D,Gaia EDR3 573561481878500864|TIC 461597170|Cl* NGC  188    SMV    2652|2MASS J00350324+8452103|TYC 4619-379-1|Gaia DR1 573561477580707456|Gaia DR2 573561481878500864,573561481878500864,5.7356148187850086e+17,461597170.0,1
1032,Cl* NGC 188 DGV 233,304350,2018AJ....156..142D,9.6658490308,85.00606560573,2020yCat.1350....0G,0.3821,0.0102000003680586,2020yCat.1350....0G,0.96,1.554,3.0,2020yCat.1350....0G,-15.4,0.0,2018AJ....156..142D,Gaia EDR3 573569139802356352|TIC 461597253|2MASS J00383985+8500218|Cl* NGC  188    DGV     233|Cl* NGC  188    PKM    7979|Cl* NGC  188    SMV    4067|Cl* NGC  188     MT      11|Gaia DR2 573569139802356352,573569139802356352,5.7356913980235635e+17,461597253.0,1
1037,Cl* NGC 188 DGV 1618,303810,2018AJ....156..142D,10.22427532868,85.45292087176,2020yCat.1350....0G,0.3363,0.0102000003680586,2020yCat.1350....0G,-2.847,2.452,3.0,2020yCat.1350....0G,-42.4,0.0,2018AJ....156..142D,Gaia EDR3 573957065545727104|TIC 461599429|2MASS J00405390+8527104|Cl* NGC  188    DGV    1618|Cl* NGC  188    PKM    3888|Cl* NGC  188     MT      43|Cl* NGC  188    SMV    5152|Gaia DR2 573957065545061632,573957065545727104,5.739570655450616e+17,461599429.0,1
1040,Cl* NGC 188 MT 7,3739065,2018AJ....156..142D,10.37820679942,85.03677411652,2020yCat.1350....0G,0.4752,0.0087000001221895,2020yCat.1350....0G,19.669,-6.874,3.0,2020yCat.1350....0G,-13.8,0.1000000014901161,2018AJ....156..142D,Gaia EDR3 573557736666992640|TIC 461599096|Cl* NGC  188     MT       7|Cl* NGC  188    UMK      59|Cl* NGC  188    PKM    8122|Cl* NGC  188    DGV     240|2MASS J00413078+8502123|Cl* NGC  188    SMV    5173|Gaia DR2 573557736666992640,573557736666992640,5.7355773666699264e+17,461599096.0,1
1041,2MASS J00414022+8545581,4924569,2018AJ....156..142D,10.4175821725,85.76614686307,2020yCat.1350....0G,0.4655,0.0121999997645616,2020yCat.1350....0G,0.276,1.519,3.0,2020yCat.1350....0G,-23.9,0.1000000014901161,2018AJ....156..142D,Gaia EDR3 573992421715764864|TIC 461599563|Cl* NGC  188    PKM     749|Cl* NGC  188    SMV    5601|2MASS J00414022+8545581|Gaia DR2 573992421715764864,573992421715764864,5.7399242171576486e+17,461599563.0,1
1042,Cl* NGC 188 DGV 1529,303544,2018AJ....156..142D,10.514308811490002,85.38115885317,2020yCat.1350....0G,0.4197,0.0096000004559755,2020yCat.1350....0G,-0.814,1.836,3.0,2020yCat.1350....0G,-80.4,0.1000000014901161,2018AJ....156..142D,Gaia EDR3 573956206551627136|TIC 461599391|2MASS J00420347+8522520|Cl* NGC  188    DGV    1529|Cl* NGC  188    PKM    4201|Cl* NGC  188    UMK      63|Cl* NGC  188    SMV    5564|Cl* NGC  188    SAN      A|GEN# +2.01880001|Gaia DR2 573956206551627136,573956206551627136,5.7395620655162714e+17,461599391.0,1
1052,Cl* NGC 188 DGV 132,304376,2018AJ....156..142D,11.44860044855,85.00312345414,2020yCat.1350....0G,0.5708,0.1553999930620193,2020yCat.1350....0G,-0.31,3.897,3.0,2020yCat.1350....0G,-109.6,0.1000000014901161,2018AJ....156..142D,Gaia EDR3 573932017295963008|TIC 461600986|2MASS J00454764+8500111|Cl* NGC  188    DGV     132|Cl* NGC  188    PKM    8442|Cl* NGC  188     MT       3|Cl* NGC  188    SMV    7123|Gaia DR2 573932017295963008,573932017295963008,5.73932017295963e+17,461600986.0,1
1057,2MASS J00465109+8441110,11863741,2018AJ....156..142D,11.712947714620002,84.6863689208,2020yCat.1350....0G,0.347,0.0115999998524785,2020yCat.1350....0G,-2.525,-0.545,3.0,2020yCat.1350....0G,-46.4,0.2000000029802322,2018AJ....156..142D,Gaia EDR3 573543168137999744|TIC 461600812|2MASS J00465109+8441110|Gaia DR2 573543168137999744,573543168137999744,5.7354316813799974e+17,461600812.0,1
1058,2MASS J00465194+8459289,304385,2018AJ....156..142D,11.716617369340002,84.99138438801,2020yCat.1350....0G,0.4083,0.0110999997705221,2020yCat.1350....0G,0.501,-3.421,3.0,2020yCat.1350....0G,3.46,1.659999966621399,2018yCat.1345....0G,Gaia EDR3 573928993638988544|TIC 461600981|2MASS J00465194+8459289|Cl* NGC  188    DGV     114|Cl* NGC  188    PKM    8610|Cl* NGC  188     MT       2|Cl* NGC  188    SMV    7648|Gaia DR2 573928993638988544,573928993638988544,5.7392899363898854e+17,461600981.0,1
1059,2MASS J00470330+8542522,3741188,2018AJ....156..142D,11.764158615530002,85.71448759167,2020yCat.1350....0G,0.319,0.0099999997764825,2020yCat.1350....0G,-0.109,1.698,3.0,2020yCat.1350....0G,-104.5,0.1000000014901161,2018AJ....156..142D,Gaia EDR3 573979468094418816|TIC 461601646|Cl* NGC  188    PKM    1216|Cl* NGC  188    SMV    7785|2MASS J00470330+8542522|Gaia DR2 573979468094418816,573979468094418816,5.739794680944188e+17,461601646.0,1
1081,2MASS J00552582+8542389,3741189,2018AJ....156..142D,13.85758729349,85.71079896672,2020yCat.1350....0G,0.3932,0.0093999998643994,2020yCat.1350....0G,-1.039,-0.017,3.0,2020yCat.1350....0G,-27.2,0.5,2018AJ....156..142D,Gaia EDR3 574069726831240960|TIC 461620862|Cl* NGC  188    SMV   11063|Cl* NGC  188    PKM    2442|2MASS J00552582+8542389|Gaia DR2 574069726831240960,574069726831240960,5.7406972683124096e+17,461620862.0,1
1085,Cl* NGC 188 SMV 12179,304439,2018AJ....156..142D,14.800647683549997,84.97442902393,2020yCat.1350....0G,0.3621,0.0104000000283122,2020yCat.1350....0G,-1.645,1.765,3.0,2020yCat.1350....0G,-210.7,0.1000000014901161,2018AJ....156..142D,Gaia EDR3 573744206965441664|TIC 461625689|Cl* NGC  188    SMV   12179|2MASS J00591212+8458279|Cl* NGC  188    DGV      32|Cl* NGC  188    PKM    9361|Gaia DR2 573744206965441664,573744206965441664,5.7374420696544166e+17,461625689.0,1
1087,2MASS J01000342+8452559,303437,2018AJ....156..142D,15.014542881949998,84.88221418778,2020yCat.1350....0G,0.58,0.0118000004440546,2020yCat.1350....0G,1.37,0.425,3.0,2020yCat.1350....0G,-47.9,0.1000000014901161,2018AJ....156..142D,Gaia EDR3 573737472456740096|TIC 461625638|2MASS J01000342+8452559|GSC 04619-01179|TYC 4619-1179-1|Cl* NGC  188    SMV   12397|Gaia DR1 573737468159909632|Gaia DR2 573737472456740096,573737472456740096,5.737374724567401e+17,461625638.0,1
1090,Cl* NGC 188 SMV 12506,304250,2018AJ....156..142D,15.39749900075,85.25276351191,2020yCat.1350....0G,0.2669,0.0109000001102685,2020yCat.1350....0G,-2.958,-0.163,3.0,2020yCat.1350....0G,-80.2,0.1000000014901161,2018AJ....156..142D,Gaia EDR3 573774271736456832|TIC 461625866|Cl* NGC  188    SMV   12506|2MASS J01013538+8515100|Cl* NGC  188    DGV     358|Cl* NGC  188    PKM    6619|Cl* NGC  188     MT      64|Gaia DR2 573774271736456832,573774271736456832,5.737742717364568e+17,461625866.0,1
1091,Cl* NGC 188 SMV 12942,304266,2018AJ....156..142D,16.00976847384,85.28311081975,2020yCat.1350....0G,0.4949,0.0089999996125698,2020yCat.1350....0G,0.451,3.984,3.0,2020yCat.1350....0G,-14.9,0.1000000014901161,2018AJ....156..142D,Gaia EDR3 573773275304410496|TIC 461627744|Cl* NGC  188    SMV   12942|2MASS J01040237+8516593|Cl* NGC  188    DGV    1183|Cl* NGC  188    PKM    6763|Gaia DR2 573773275304410496,573773275304410496,5.737732753044105e+17,461627744.0,1
1092,Cl* NGC 188 SMV 13310,4928330,2018AJ....156..142D,16.20543319297,84.93252216195,2020yCat.1350....0G,0.4241,0.0115000000223517,2020yCat.1350....0G,-1.45,1.05,3.0,2020yCat.1350....0G,-101.9,0.2000000029802322,2018AJ....156..142D,Gaia EDR3 573743313612255616|TIC 461627538|Cl* NGC  188    SMV   13310|2MASS J01044930+8455570|Gaia DR2 573743313612255616,573743313612255616,5.737433136122556e+17,461627538.0,1
1096,2MASS J01073954+8504072,14890921,2018AJ....156..142D,16.91462924721,85.06866980686,2020yCat.1350....0G,0.7086,0.0199999995529651,2020yCat.1350....0G,1.331,-4.964,3.0,2020yCat.1350....0G,1.4,1.399999976158142,2018AJ....156..142D,Gaia EDR3 573757366745222016|TIC 461631890|Gaia DR2 573757366745222016|2MASS J01073954+8504072,573757366745222016,5.73757366745222e+17,461631890.0,1
1099,2MASS J01111089+8517361,11863762,2018AJ....156..142D,17.795301482469995,85.29329449378,2020yCat.1350....0G,0.4352,0.0111999996006488,2020yCat.1350....0G,5.182,-1.746,3.0,2020yCat.1350....0G,-102.6,0.1000000014901161,2018AJ....156..142D,Gaia EDR3 573766712594014208|TIC 461631994|2MASS J01111089+8517361|Gaia DR2 573766712594014208,573766712594014208,5.737667125940142e+17,461631994.0,1
1100,Gaia EDR3 573550482464869248,14748450,2018A&A...616A..10G,11.629262777199996,84.77862134414,2020yCat.1350....0G,0.3847,0.1143999993801117,2020yCat.1350....0G,-2.131,-0.979,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573550482464869248|Gaia DR2 573550482464869248,573550482464869248,5.7355048246486925e+17,,1
1101,Gaia EDR3 573551685055772544,14748451,2018A&A...616A..10G,12.515640648399998,84.84479179395,2020yCat.1350....0G,0.3824,0.1985000073909759,2020yCat.1350....0G,-1.341,0.094,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573551685055772544|Gaia DR2 573551685055772544,573551685055772544,5.7355168505577254e+17,,1
1108,Cl* NGC 188 PKM 7704,4923211,2018A&A...616A..10G,8.85973682088,85.07817538393,2020yCat.1350....0G,0.3891,0.2583000063896179,2020yCat.1350....0G,-2.231,-0.896,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573570376752441728|Cl* NGC  188    PKM    7704|Cl* NGC  188    SMV    2947|Gaia DR2 573570376752441728,573570376752441728,5.735703767524417e+17,,1
1112,Cl* NGC 188 PKM 8188,4924321,2018A&A...616A..10G,10.36089147861,84.91808022032,2020yCat.1350....0G,0.3901,0.1757999956607818,2020yCat.1350....0G,-2.292,-1.015,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573555430267280896|TIC 461599024|Cl* NGC  188    PKM    8188|Cl* NGC  188    SMV    5097|2MASS J00412679+8455051|Gaia DR2 573555430267280896,573555430267280896,5.735554302672809e+17,461599024.0,1
1114,Cl* NGC 188 PKM 8348,4924660,2018A&A...616A..10G,10.791605137710002,84.87522879713,2020yCat.1350....0G,0.6498,0.2304999977350235,2020yCat.1350....0G,-0.469,0.133,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573554502554320256|Cl* NGC  188    PKM    8348|Cl* NGC  188    SMV    5814|Gaia DR2 573554502554320256,573554502554320256,5.7355450255432026e+17,,1
1116,Gaia EDR3 573559450356549376,14748455,2018A&A...616A..10G,8.11104116323,84.79032564555,2020yCat.1350....0G,0.6908,0.2504000067710876,2020yCat.1350....0G,-2.264,-1.354,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573559450356549376|Gaia DR2 573559450356549376,573559450356549376,5.735594503565494e+17,,1
1117,Gaia EDR3 573543610517133952,14748456,2018A&A...616A..10G,12.00750974759,84.7058143047,2020yCat.1350....0G,0.5491,0.2386000007390976,2020yCat.1350....0G,-1.229,0.401,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573543610517133952|Gaia DR2 573543610517133952,573543610517133952,5.7354361051713395e+17,,1
1118,Cl* NGC 188 PKM 7887,4922158,2018A&A...616A..10G,6.85488624974,85.01934943302,2020yCat.1350....0G,0.6489,0.2930999994277954,2020yCat.1350....0G,-4.583,-1.79,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573566597181539712|Cl* NGC  188    PKM    7887|Cl* NGC  188    SMV     525|Gaia DR2 573566597181539712,573566597181539712,5.735665971815397e+17,,1
1120,Cl* NGC 188 PKM 7376,4922159,2018A&A...616A..10G,6.852243458149999,85.02717561652,2020yCat.1350....0G,0.6324,0.251800000667572,2020yCat.1350....0G,-2.035,-0.693,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573566597181160960|Cl* NGC  188    PKM    7376|Cl* NGC  188    SMV     531|Gaia DR2 573566597181160960,573566597181160960,5.7356659718116096e+17,,1
1121,Cl* NGC 188 PKM 7892,4922611,2018A&A...616A..10G,7.940116020900001,84.98301835724,2020yCat.1350....0G,0.5955,0.3240000009536743,2020yCat.1350....0G,-1.959,-0.024,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573565433249058816|Cl* NGC  188    PKM    7892|Cl* NGC  188    SMV    1696|Gaia DR2 573565428955444864,573565433249058816,5.7356542895544486e+17,,1
1125,Cl* NGC 188 PKM 8038,4923708,2018A&A...616A..10G,9.60310408083,84.90334151793,2020yCat.1350....0G,0.3525,0.2856999933719635,2020yCat.1350....0G,-1.453,0.162,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573566872060140416|Cl* NGC  188    PKM    8038|Cl* NGC  188    SMV    3906|Gaia DR2 573566872060140416,573566872060140416,5.735668720601404e+17,,1
1129,Cl* NGC 188 PKM 3192,4922896,2018A&A...616A..10G,8.339357794960002,85.14566385819,2020yCat.1350....0G,0.372,0.1169999986886978,2020yCat.1350....0G,-2.304,-0.922,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573574126262853376|TIC 461595543|Cl* NGC  188    PKM    3192|Cl* NGC  188    SMV    2308|2MASS J00332152+8508444|Gaia DR2 573574126262177920,573574126262853376,5.735741262621779e+17,461595543.0,1
1132,Gaia EDR3 573547561887090944,14748458,2018A&A...616A..10G,10.39032960461,84.77728492738,2020yCat.1350....0G,0.4135,0.3379000127315521,2020yCat.1350....0G,-0.681,-1.319,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573547561887090944|Gaia DR2 573547561887090944,573547561887090944,5.7354756188709094e+17,,1
1142,Gaia EDR3 573546943411780096,14748461,2018A&A...616A..10G,9.69543171475,84.76702766681,2020yCat.1350....0G,0.5858,0.266400009393692,2020yCat.1350....0G,-4.224,0.957,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573546943411780096|Gaia DR2 573546943411780096,573546943411780096,5.735469434117801e+17,,1
1151,Cl* NGC 188 PKM 8121,4924021,2018A&A...616A..10G,9.952533228409996,85.03760746002,2020yCat.1350....0G,0.728,0.2736999988555908,2020yCat.1350....0G,-2.405,-1.461,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573557869808755200|TIC 461597271|Cl* NGC  188    PKM    8121|Cl* NGC  188    SMV    4523|2MASS J00394823+8502157|Gaia DR2 573557869808755200,573557869808755200,5.735578698087552e+17,461597271.0,1
1154,Gaia EDR3 573551650696025472,14748468,2018A&A...616A..10G,12.510251737640004,84.83382126184,2020yCat.1350....0G,0.7213,0.1986999958753585,2020yCat.1350....0G,-2.385,-0.851,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573551650696025472|Gaia DR2 573551650696025472,573551650696025472,5.735516506960255e+17,,1
1155,Cl* NGC 188 PKM 7761,4923237,2018A&A...616A..10G,8.943512075499997,84.9956086704,2020yCat.1350....0G,0.3816,0.09009999781847,2020yCat.1350....0G,-2.308,-0.901,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573568521327914112|Cl* NGC  188    PKM    7761|Cl* NGC  188    SMV    2988|Gaia DR2 573568521327914112,573568521327914112,5.735685213279141e+17,,1
1165,Cl* NGC 188 PKM 5701,4926412,2018A&A...616A..10G,12.98126659255,85.22915679517,2020yCat.1350....0G,0.636,0.194700002670288,2020yCat.1350....0G,-2.304,-0.756,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573938953667143808|Cl* NGC  188    PKM    5701|Cl* NGC  188    SMV   10070|Gaia DR2 573938953667143808,573938953667143808,5.739389536671438e+17,,1
1169,Cl* NGC 188 PKM 4906,4925618,2018A&A...616A..10G,11.92234229375,85.33111227082,2020yCat.1350....0G,0.6529,0.2281000018119812,2020yCat.1350....0G,-2.297,-0.744,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573943523511054464|Cl* NGC  188    PKM    4906|Cl* NGC  188    SMV    8097|Gaia DR2 573943523511054464,573943523511054464,5.7394352351105446e+17,,1
1173,Cl* NGC 188 PKM 4025,4924417,2018A&A...616A..10G,10.35891324638,85.28369470781,2020yCat.1350....0G,0.6482,0.2973000109195709,2020yCat.1350....0G,-1.681,-1.633,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573954003235718016|Cl* NGC  188    PKM    4025|Cl* NGC  188    SMV    5259|Gaia DR2 573954003235718016,573954003235718016,5.73954003235718e+17,,1
1174,Cl* NGC 188 PKM 5315,4925878,2018A&A...616A..10G,12.272344048100004,85.2922708177,2020yCat.1350....0G,0.2881,0.1562999933958053,2020yCat.1350....0G,-2.664,-1.121,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573940465494305664|Cl* NGC  188    PKM    5315|Cl* NGC  188    SMV    8795|Gaia DR2 573940465494305664,573940465494305664,5.7394046549430566e+17,,1
1176,Cl* NGC 188 PKM 3714,4923959,2018A&A...616A..10G,9.73703786296,85.3649578024,2020yCat.1350....0G,0.3126,0.1794999986886978,2020yCat.1350....0G,-2.082,-1.141,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573955652498702208|TIC 461597486|Cl* NGC  188    PKM    3714|Cl* NGC  188    SMV    4410|2MASS J00385678+8521540|Gaia DR2 573955652498702208,573955652498702208,5.739556524987022e+17,461597486.0,1
1181,Cl* NGC 188 PKM 5802,4926352,2018A&A...616A..10G,12.87027142499,85.1145968568,2020yCat.1350....0G,0.3254,0.2307000011205673,2020yCat.1350....0G,-2.388,-0.604,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573936582845147008|Cl* NGC  188    PKM    5802|Cl* NGC  188    SMV    9924|Gaia DR2 573936582845147008,573936582845147008,5.73936582845147e+17,,1
1182,Cl* NGC 188 PKM 7080,4927037,2018A&A...616A..10G,13.912232994789996,85.33891850919,2020yCat.1350....0G,0.7452,0.3265999853610992,2020yCat.1350....0G,-2.884,-0.912,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573963383441147008|Cl* NGC  188    PKM    7080|Cl* NGC  188    SMV   11315|Gaia DR2 573963383441147008,573963383441147008,5.73963383441147e+17,,1
1185,Cl* NGC 188 PKM 4915,4925817,2018A&A...616A..10G,12.20459783705,85.32328761736,2020yCat.1350....0G,0.7437,0.1001999974250793,2020yCat.1350....0G,-2.326,-0.843,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573943557870788608|TIC 461618813|Cl* NGC  188    PKM    4915|Cl* NGC  188    SMV    8658|Cl* NGC  188    FTS     527|2MASS J00484924+8519233|Gaia DR2 573943557870788608,573943557870788608,5.739435578707886e+17,461618813.0,1
1186,Cl* NGC 188 MT 92,4924859,2018A&A...616A..10G,10.94446581102,85.21621109194,2020yCat.1350....0G,0.3963,0.0949999988079071,2020yCat.1350....0G,-1.926,-0.948,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573941839883758464|TIC 461599233|Cl* NGC  188     MT      92|Cl* NGC  188    SMV    6227|Cl* NGC  188    PKM    4357|2MASS J00434689+8512578|Gaia DR2 573941839883758464,573941839883758464,5.7394183988375846e+17,461599233.0,1
1187,Cl* NGC 188 PKM 1175,4925214,2018A&A...616A..10G,11.35964372806,85.47110615946,2020yCat.1350....0G,0.6623,0.2162999957799911,2020yCat.1350....0G,-1.95,-0.864,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573968812286209792|Cl* NGC  188    PKM    1175|Cl* NGC  188    SMV    7034|Gaia DR2 573968812286209792,573968812286209792,5.739688122862098e+17,,1
1197,Cl* NGC 188 PKM 4947,4925696,2018A&A...616A..10G,12.04405530778,85.29237426428,2020yCat.1350....0G,0.6648,0.2277999967336654,2020yCat.1350....0G,-1.928,-1.291,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573943046771878912|Cl* NGC  188    PKM    4947|Cl* NGC  188    SMV    8347|Gaia DR2 573943046771878912,573943046771878912,5.739430467718789e+17,,1
1198,Cl* NGC 188 PKM 4087,4924276,2018A&A...616A..10G,10.21029358813,85.20526836128,2020yCat.1350....0G,0.3181,0.2330999970436096,2020yCat.1350....0G,-1.914,-1.391,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573947444818422272|Cl* NGC  188    PKM    4087|Cl* NGC  188    SMV    5011|Gaia DR2 573947444818422272,573947444818422272,5.739474448184223e+17,,1
1199,Cl* NGC 188 PKM 3773,4923658,2018A&A...616A..10G,9.35229626285,85.28068393785,2020yCat.1350....0G,0.2549,0.1185000017285347,2020yCat.1350....0G,-2.966,-0.193,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573949021069109504|TIC 461597438|Cl* NGC  188    PKM    3773|Cl* NGC  188    SMV    3803|2MASS J00372480+8516503|Gaia DR2 573949021069109504,573949021069109504,5.739490210691095e+17,461597438.0,1
1202,Cl* NGC 188 PKM 3987,4924371,2018A&A...616A..10G,10.29694270871,85.31756966797,2020yCat.1350....0G,0.4136,0.1084000021219253,2020yCat.1350....0G,-2.654,-1.116,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573954518627293056|TIC 461599335|Cl* NGC  188    PKM    3987|Cl* NGC  188    SMV    5182|2MASS J00411136+8519032|Gaia DR2 573954518627293056,573954518627293056,5.7395451862729306e+17,461599335.0,1
1203,Cl* NGC 188 PKM 3208,4923592,2018A&A...616A..10G,9.15020827194,85.45092860508,2020yCat.1350....0G,0.6269,0.0979999974370002,2020yCat.1350....0G,-2.177,-1.018,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573957645363619200|TIC 461597535|Cl* NGC  188    PKM    3208|Cl* NGC  188    SMV    3659|2MASS J00363591+8527034|Gaia DR2 573957645363619200,573957645363619200,5.739576453636192e+17,461597535.0,1
1206,Cl* NGC 188 PKM 4033,4924126,2018A&A...616A..10G,9.997213504539998,85.27921289961,2020yCat.1350....0G,0.3367,0.2185000032186508,2020yCat.1350....0G,-2.467,-1.329,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573954144967361792|Cl* NGC  188    PKM    4033|Cl* NGC  188    SMV    4739|Gaia DR2 573954144967361792,573954144967361792,5.739541449673618e+17,,1
1211,Cl* NGC 188 PKM 4570,4925151,2018A&A...616A..10G,11.30557047253,85.3011131341,2020yCat.1350....0G,0.3276,0.1861999928951263,2020yCat.1350....0G,-2.289,-0.642,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573943970187610624|Cl* NGC  188    PKM    4570|Cl* NGC  188    SMV    6892|Gaia DR2 573943970187610624,573943970187610624,5.739439701876106e+17,,1
1218,Cl* NGC 188 PKM 4395,4924872,2018A&A...616A..10G,10.97165394108,85.17394007168,2020yCat.1350....0G,0.662,0.2170999944210052,2020yCat.1350....0G,-1.966,-0.634,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573935758211438464|Cl* NGC  188    PKM    4395|Cl* NGC  188    SMV    6255|Gaia DR2 573935758211438464,573935758211438464,5.7393575821143846e+17,,1
1219,Cl* NGC 188 E II-58,4925810,2018A&A...616A..10G,12.18582226192,85.20135568083,2020yCat.1350....0G,0.3898,0.1035000011324882,2020yCat.1350....0G,-2.488,-0.872,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573938266472358912|TIC 461618636|Cl* NGC  188      E   II-58|Cl* NGC  188    PKM    5109|Cl* NGC  188    SMV    8638|Cl* NGC  188    FTS     538|2MASS J00484449+8512048|Gaia DR2 573938266472358912,573938266472358912,5.739382664723589e+17,461618636.0,1
1225,Cl* NGC 188 PKM 1652,4926640,2018A&A...616A..10G,13.361462795750002,85.46952637118,2020yCat.1350....0G,0.7059,0.1844999939203262,2020yCat.1350....0G,-2.095,-1.288,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573966716334642688|Cl* NGC  188    PKM    1652|Cl* NGC  188    SMV   10554|Gaia DR2 573966716334642688,573966716334642688,5.739667163346427e+17,,1
1226,Cl* NGC 188 E II-56,4925744,2018A&A...616A..10G,12.09958434822,85.2100989867,2020yCat.1350....0G,0.3594,0.1167000010609626,2020yCat.1350....0G,-2.664,-1.302,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573938300832099840|TIC 461601175|Cl* NGC  188      E   II-56|Cl* NGC  188    PKM    5097|Cl* NGC  188    SMV    8453|Cl* NGC  188    FTS     534|2MASS J00482388+8512367|Gaia DR2 573938300832099840,573938300832099840,5.7393830083209984e+17,461601175.0,1
