,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,G,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,BP,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,RP,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,label,BP_err,RP_err,G_err,E(B_V),A_G,A_BP,A_RP,A_g,A_r,A_i,A_z,A_y,A_J,A_H,A_K,color,color_error,mag_abs,mag_abs_error
43059,1636148068921376768,Gaia DR3 573940401072036736,573940401072036736,1239072308,2016.0,12.560118755771008,0.058532376,85.27415212884961,0.05564014,0.5177299,0.060480487,8.56028,2.5077374,-2.2938092408524744,0.07522215,-1.0135017113882412,0.07356702,-0.019609243,-0.032281615,-0.36539826,0.059228525,-0.15025416,0.093236536,0.087731205,-0.0154781975,-0.019967014,0.058841772,327,0,327,0,1.2729762,369.6846,0.15796334,0.71068066,31,False,1.4742633,,,,,,,,38,25,0.108082004,45,16,0,0.020070111,89.56752,0,0,1.0495272,0.06401013,0.043458622,0.06479718,0.16970113,37.0526,-69.7278,52.316647,23.255356,False,366,2335.273968946669,1.6895928,1382.1519,17.266521,40,1051.1246490936664,11.390043,92.284515,17.784407,39,1809.9275471445596,11.359141,159.33665,16.603743,1.2251463,0.0,3.0,0.0,2.0,0.0,1.1806641,0.5178852,0.66277885,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.90524297878896,22.402464153646424,78.97806477682684,65.12617042215314,False,False,0,True,False,False,False,False,True,True,False,1.02353564e-13,5.139239e-13,0.9999673,4699.0386,4685.9263,4720.576,4.4956,4.4809,4.5152,-0.4939,-0.5495,-0.4328,1631.7456,1577.7028,1667.8447,0.0076,0.0018,0.019,0.0059,0.0014,0.0149,0.0032,0.0007,0.0079,PHOENIX,0,0.011765096,0.006814102,0.00078554044,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,1.0168168217792513,0.013595937,5.531855427356721,0.25366962
43063,1636148068921376768,Gaia DR3 573940435430111360,573940435430111360,1013580405,2016.0,12.52326054448658,0.29577386,85.29459891937597,0.249318,0.5912943,0.2885109,2.0494695,2.2755284,-2.25552688739074,0.37356502,-0.3010442445708832,0.3195353,-0.0374171,0.057293974,-0.37196597,0.14738859,0.047603462,0.18861735,0.019535245,0.04542394,0.16201068,0.08554604,323,0,323,0,-0.08864789,332.6905,0.0,0.0,95,False,,1.3106477,0.08088541,-0.00019898106,0.12955333,0.20742749,0.036445312,0.16991225,38,26,0.5364591,45,16,0,0.017011393,95.47532,0,0,0.9954313,0.048588503,0.07041465,0.011310309,0.1733804,18.591314,-42.66222,-50.887337,17.535995,False,357,232.43840632831308,0.84375644,275.48047,19.771597,36,68.21924463117456,5.592988,12.197281,20.753775,39,242.97317346810647,6.3034987,38.545765,18.784,1.3388166,0.0,2.0,0.0,1.0,0.0,1.9697742,0.98217773,0.9875965,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.90208340763417,22.42292683144395,79.02018933243266,65.13682095105796,False,False,0,False,False,False,False,False,False,False,False,3.6299342e-11,2.7557928e-10,0.9999904,,,,,,,,,,,,,,,,,,,,,,,0,0.08901461,0.028167458,0.003941246,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,1.8059278217792532,0.09336492,8.32543376290512,1.0595363
43064,1636148068921376768,Gaia DR3 573940435431764992,573940435431764992,1254201700,2016.0,12.472516639744567,0.02036544,85.29499280907099,0.020423638,0.55495304,0.021715984,25.55505,2.7140753,-2.599883524062837,0.026306268,-0.7789803189947625,0.025524747,0.016913561,-0.060114842,-0.33932135,0.039262507,-0.18633734,0.072199054,0.09833506,-0.016716681,-0.015943715,0.079119265,323,0,323,0,5.642181,497.98502,0.13605075,5.5630274,31,False,1.5347774,,,,,,,,38,26,0.037913453,45,17,0,0.02597796,80.57692,0,0,1.2307492,0.09108822,0.05657766,0.040465795,0.160774,24.822147,-63.863052,43.15754,22.860693,False,364,22422.394957369917,5.7617717,3891.5798,14.810662,41,11588.53072190454,14.2038,815.87537,15.178472,39,15542.725018448218,12.787721,1215.4414,14.269077,1.2100071,0.0,0.0,0.0,0.0,0.0,0.90939426,0.3678093,0.54158497,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.89758314932767,22.42334600518281,79.01726209339446,65.14081679589563,False,False,0,True,True,False,False,False,True,True,False,1.0267574e-13,5.130179e-13,0.99993527,5723.9478,5700.1377,5762.8877,4.1343,4.104,4.1635,-0.1245,-0.1516,-0.0812,1292.8771,1261.6171,1330.7278,0.2571,0.2426,0.2796,0.2141,0.2019,0.233,0.1149,0.1084,0.125,MARCS,0,0.0013307623,0.0008932855,0.00027899625,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.745547821779251,0.0016027748,3.2267614887351996,0.08497279
43067,1636148068921376768,Gaia DR3 573940499854058240,573940499854058240,1787186473,2016.0,12.37177518108252,0.25488353,85.30530968099359,0.19706169,0.4901695,0.2245061,2.1833236,2.3877468,-2.23980310798512,0.333651,-0.8274154775836899,0.25467643,-0.05092542,-0.05469273,-0.54085505,0.023844505,-0.0038968697,0.0935756,-0.05051098,0.102720365,0.13810812,0.103913665,346,0,344,2,0.42895326,375.75748,0.0,0.0,95,False,,1.2856532,0.06527339,0.080937244,0.2260394,0.14888231,-0.020496093,0.09828928,40,25,0.4887589,46,17,0,0.020582348,25.78687,0,0,1.015552,0.08853703,0.04749314,0.010433751,0.1627827,21.927551,-21.746376,55.304066,19.315258,False,383,312.6994238602609,0.8444612,370.2946,19.449549,42,91.31471626486098,6.192689,14.745568,20.437191,40,319.72077446435844,7.0636396,45.262894,18.485968,1.3144747,0.0,0.0,0.0,4.0,0.0,1.9512234,0.9876423,0.9635811,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.8887355893602,22.43372325637231,79.03245197573997,65.15238454811768,False,False,0,False,False,False,False,False,False,False,False,1.0610071e-13,6.929631e-13,0.99999756,,,,,,,,,,,,,,,,,,,,,,,0,0.07363136,0.023987334,0.0029320875,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,1.78737582177925,0.077440105,7.59609864208603,0.99457616
43068,1636148068921376768,Gaia DR3 573940504151232896,573940504151232896,1322898503,2016.0,12.352700579685402,0.16915411,85.30955841718553,0.14899479,0.5146229,0.16748321,3.0726836,2.4118848,-2.302885346587699,0.22777238,-0.7168735654629009,0.18666358,-0.10808534,0.040521253,-0.35166878,0.10417211,0.09273211,0.15536128,0.010682646,-0.05246329,0.08603007,0.023311624,346,0,346,0,-1.8452412,315.8886,0.0,0.0,95,False,,1.3144534,0.046924546,0.0380087,0.15851766,0.19029164,0.08446499,0.14325923,40,25,0.3232999,46,16,0,0.022097321,91.94752,0,0,0.9291226,0.03205359,0.034700908,0.020287544,0.13355501,47.336567,9.388941,-35.15876,20.548742,False,389,452.37919922230736,1.0291153,439.58066,19.04861,43,208.63520607256632,12.896268,16.177952,19.540073,42,497.35957925709977,13.059007,38.08556,18.00622,1.5606261,0.0,43.0,0.0,42.0,0.0,1.5338535,0.4914627,1.0423908,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.88708579176424,22.437984883799043,79.04038891259727,65.15544476037326,False,False,0,False,False,False,False,False,False,False,False,2.2346462e-09,9.7479415e-06,0.9999871,,,,,,,,,,,,,,,,,,,,,,,0,0.067112096,0.028507818,0.0024699362,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,1.3700058217792517,0.072915904,7.300873844013214,0.7067065
43071,1636148068921376768,Gaia DR3 573940637293035136,573940637293035136,1013943966,2016.0,12.516188461138269,0.1155543,85.31863545654647,0.11367201,0.6206906,0.11928942,5.2032323,2.6660833,-2.478943565963914,0.15904322,-0.9812438102093408,0.14426613,-0.039686553,-0.0031127024,-0.38666868,0.04874054,-0.13435186,0.08781701,-0.107970804,-0.006082937,0.08348641,0.06819644,312,0,311,1,0.39698568,329.18976,0.053433087,0.019467143,31,False,1.3441517,,,,,,,,37,25,0.22700875,43,16,1,0.01569576,64.2598,1,0,1.0149951,0.10329752,0.058556437,0.060756966,0.09820832,24.127748,-80.13177,18.803759,26.397942,False,349,782.2000437712759,1.2997519,601.8072,18.454073,42,237.5330402031653,8.667123,27.406216,19.399233,42,776.2029115294466,8.664247,89.58689,17.522957,1.296006,0.0,1.0,0.0,1.0,0.0,1.876276,0.9451599,0.9311161,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.9016058497266,22.44696628070961,79.0724804389221,65.14656187748078,False,False,0,False,False,False,False,False,True,False,False,1.1509955e-13,2.2639447e-12,0.9999911,3853.461,3760.3765,4040.2732,4.6809,4.5645,4.817,-0.4285,-0.637,-0.1668,966.4904,749.4201,1303.732,0.3337,0.2236,0.5075,0.2368,0.1582,0.362,0.1295,0.0865,0.1988,PHOENIX,0,0.03961642,0.012119365,0.0018041263,0.0770996,0.19607823,0.25401515,0.1487439,0.84083277,0.62548596,0.47108623,0.37022457,0.30186805,0.18946224,0.1120951,0.072324045,1.7710047499904604,0.041428734,7.222370508358956,0.4173353
43072,1636148068921376768,Gaia DR3 573940637293039360,573940637293039360,755789754,2016.0,12.50090738432822,0.14767547,85.32862034583366,0.12959963,0.5654891,0.1452767,3.892497,2.4148643,-2.22230148811736,0.2026373,-0.9449580023328428,0.16745831,-0.12422418,0.037760776,-0.4157425,0.098864436,-0.038520224,0.16713147,0.0027594962,-0.022345806,0.11575731,0.010008035,322,0,320,2,0.97063816,361.64145,0.38911262,0.72947097,95,False,,1.3389002,0.040913425,-0.043259673,0.15458775,0.22210893,0.071011245,0.15613405,38,25,0.28959662,44,16,0,0.0065074926,68.16904,0,0,1.0379066,0.102520786,0.02439861,0.08150174,0.12300762,-19.671816,32.063843,-54.797768,19.764326,False,372,591.6357957093198,1.0787126,548.4647,18.75723,39,184.96254887610897,7.1694055,25.798868,19.670834,39,559.4412753295509,8.292917,67.46013,17.87851,1.2582129,0.0,1.0,0.0,0.0,0.0,1.7923241,0.9136028,0.87872124,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.90032158888992,22.45695834431709,79.09330122808993,65.15153031307116,False,False,0,False,False,False,False,False,True,False,False,1.04380344e-13,1.0038903e-12,0.999985,3822.8726,3799.9236,3868.1638,4.7053,4.6273,4.8409,-1.5194,-1.6391,-1.3527,773.5808,701.2615,841.2579,0.0172,0.0037,0.0505,0.0124,0.0027,0.0363,0.0067,0.0014,0.0197,MARCS,0,0.042084645,0.016094487,0.0019795918,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,1.6284768217792518,0.045057185,7.2141695184516905,0.5578645
43073,1636148068921376768,Gaia DR3 573940641590179072,573940641590179072,288240836,2016.0,12.342563264038892,0.040980425,85.32635411373573,0.036417857,0.49183136,0.041298527,11.909174,2.5564146,-2.3021229692662124,0.058121398,-1.1115240216115752,0.048191965,-0.07706019,0.0036168264,-0.24734436,0.054533474,-0.01391397,0.08494348,0.029633606,-0.048242833,0.044286802,0.014703143,345,0,342,3,0.14052488,354.66586,0.08180095,0.37169355,31,False,1.5031519,,,,,,,,40,26,0.08125905,46,15,0,0.018738609,77.718994,0,0,1.004427,0.054051653,0.095856465,0.05674445,0.10889248,41.95749,7.889267,-16.72488,18.79718,False,385,4059.819113337154,2.1430871,1894.3789,16.6661,41,1954.99070169528,10.079124,193.96434,17.11068,41,2955.832725841208,11.958826,247.16747,16.071196,1.2096163,0.0,2.0,1.0,0.0,0.0,1.039484,0.44458008,0.59490395,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.88634684918038,22.45478707696969,79.07662018347307,65.1625936977336,False,False,0,True,False,False,False,False,True,True,False,3.290905e-11,5.1108006e-13,0.99997073,5147.5522,5109.9673,5187.9707,4.4896,4.471,4.5092,-0.1086,-0.1483,-0.0629,1642.3773,1587.863,1698.68,0.0933,0.0646,0.1259,0.0754,0.0521,0.1018,0.04,0.0277,0.054,MARCS,0,0.005597607,0.0043927147,0.00057313574,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.8756368217792492,0.007115416,4.819999371623993,0.18233699
43076,1636148068921376768,Gaia DR3 573940675950002432,573940675950002432,1236363748,2016.0,11.858175438549688,0.022928579,85.16175501345661,0.021976372,0.50169486,0.02465462,20.34892,2.6986966,-2.418980747541176,0.027830318,-1.1964513855119765,0.027579835,0.05492281,-0.047098782,-0.29119474,-0.030828785,0.057217676,-0.018647349,0.017586255,-0.045256287,0.24382703,0.05750367,328,0,327,1,-0.23961885,329.42853,0.0,0.0,31,False,1.5465103,,,,,,,,38,26,0.04001369,45,16,0,0.025589444,79.09085,0,0,0.9895408,0.12511072,0.077275895,0.11192095,0.15254316,4.2874413,-44.687992,53.411865,21.247553,False,357,12065.462871195405,3.8751338,3113.5603,15.483507,40,6341.600715083687,15.864246,399.7417,15.833045,37,8124.668887868232,14.940485,543.80225,14.973381,1.1989818,0.0,28.0,0.0,26.0,0.0,0.85966396,0.34953785,0.5101261,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.84065081089878,22.29071480646831,78.67793186171409,65.13742182966315,False,False,0,True,False,False,False,False,True,True,False,1.0270511e-13,5.130087e-13,0.99993235,5574.4985,5536.37,5630.166,4.2877,4.2683,4.3076,-0.3655,-0.4087,-0.3044,1650.9353,1588.3138,1716.2216,0.043,0.0182,0.0785,0.0358,0.0151,0.0655,0.0193,0.0081,0.0352,MARCS,0,0.0027160945,0.0019965644,0.0003487121,0.13,0.33061346,0.42830274,0.25080165,1.4177539,1.054651,0.79431295,0.62424695,0.508989,0.3194581,0.18900698,0.121947795,0.6821629175796513,0.00337097,3.6550917551822657,0.10671249
43077,1636148068921376768,Gaia DR3 573940675950545920,573940675950545920,870844910,2016.0,11.7299617783753,0.019814257,85.17082958712514,0.018545436,0.47554988,0.02094262,22.707277,2.4277923,-2.23015438794865,0.024984583,-0.9594723539996748,0.023609977,0.015940644,-0.051443018,-0.27430728,-0.003889942,0.048295937,0.032158196,0.07066994,-0.058196217,0.16548206,0.08265472,346,0,345,1,0.030454617,358.84967,0.0,0.0,95,False,,1.5354123,0.0057516936,-0.034572016,0.09340303,0.11417465,0.062769644,0.044730883,39,25,0.035711143,46,46,0,0.032357376,85.8314,0,0,1.0001863,0.08088082,0.06386939,0.13623446,0.1906005,3.7909715,-22.916697,59.33801,20.623814,False,378,15834.616932652349,6.155686,2572.3562,15.188348,45,8167.009859226817,15.727117,519.2948,15.558385,45,10934.454394628265,11.688572,935.4825,14.650903,1.2063105,0.0,2.0,0.0,2.0,0.0,0.90748215,0.37003708,0.53744507,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.82915134442118,22.299981153931054,78.68824940096901,65.15084798853084,False,False,0,True,False,False,False,False,True,True,False,1.0248006e-13,5.119091e-13,0.9999547,5513.5005,5503.261,5526.8135,4.1871,4.1477,4.2005,-0.4962,-0.5081,-0.4809,1647.7164,1608.1569,1766.6166,0.0847,0.0776,0.0923,0.07,0.0642,0.0764,0.0376,0.0344,0.041,PHOENIX,0,0.0020907896,0.0011606163,0.00042207848,0.13,0.33061346,0.42830274,0.25080165,1.4177539,1.054651,0.79431295,0.62424695,0.508989,0.3194581,0.18900698,0.121947795,0.7299809175796508,0.0023913241,3.243714903543472,0.09562985
43078,1636148068921376768,Gaia DR3 573940706013773696,573940706013773696,221197308,2016.0,11.77078536273931,0.10702973,85.18476449856836,0.09164257,0.4558249,0.10515505,4.3347883,2.6869042,-2.609010673394549,0.12698014,-0.6422750223451078,0.11065623,-0.013809593,-0.025710477,-0.3410498,0.06347451,0.038853787,0.098889485,-0.015344991,-0.017669866,0.04310061,0.0995324,326,0,325,1,-0.46660003,321.25864,0.0,0.0,31,False,1.3628826,,,,,,,,37,22,0.18257253,44,17,0,0.02064249,78.61201,0,0,0.98057777,0.13824145,0.074086726,0.09103103,0.15239468,-2.2699604,-5.034335,-55.01161,17.350574,False,359,951.8214832955852,1.1988415,793.9511,18.240978,39,319.79423366400925,12.198033,26.216867,19.076366,39,913.6441483265894,8.885376,102.82561,17.345953,1.2958715,0.0,2.0,0.0,1.0,0.0,1.7304134,0.8353882,0.89502525,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.83314055297755,22.313849747238084,78.72205006777152,65.15290194909021,False,False,0,False,False,False,False,False,True,True,False,1.0243049e-13,5.750373e-13,0.9999763,3865.086,3821.9495,3914.1936,4.7833,4.7496,4.8158,-0.4719,-0.55,-0.4111,856.4214,789.2666,913.9125,0.1094,0.0508,0.17,0.0785,0.0363,0.1221,0.0427,0.0197,0.0665,PHOENIX,0,0.041413654,0.010559006,0.0013675102,0.13,0.33061346,0.42830274,0.25080165,1.4177539,1.054651,0.79431295,0.62424695,0.508989,0.3194581,0.18900698,0.121947795,1.5529119175796495,0.042738546,6.204354671075819,0.5009427
43079,1636148068921376768,Gaia DR3 573940710309731456,573940710309731456,929724774,2016.0,11.765148893228794,0.040221926,85.18044044842239,0.036813468,0.5327325,0.041622136,12.799259,2.4386818,-2.224742961662661,0.0502253,-0.9988432449023772,0.04391686,0.0023174006,-0.012995832,-0.24303833,0.017475305,-0.015640885,0.041237514,-0.010653134,-0.018659033,0.060816195,0.08921777,322,0,320,2,1.4598668,367.56647,0.14550382,1.2675537,31,False,1.5180386,,,,,,,,38,24,0.071081646,45,17,0,0.029303737,85.949554,0,0,1.0576444,0.16884576,0.06291183,0.067498654,0.1317165,2.6532474,-14.851424,-57.361607,23.495106,False,353,4801.254373616863,2.5393834,1890.7166,16.48398,39,2409.106170525539,13.02795,184.91827,16.883902,40,3426.885560579073,15.275533,224.3382,15.910646,1.215514,0.0,2.0,0.0,3.0,0.0,0.97325516,0.39992142,0.57333374,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.83254332510116,22.30953509775413,78.71209056220432,65.15171588369657,False,False,0,True,False,False,False,False,True,True,False,1.026801e-13,5.128858e-13,0.99993485,5330.536,5287.918,5402.9683,4.6257,4.6047,4.646,-0.3117,-0.3716,-0.2084,1317.9069,1275.0021,1405.0947,0.1203,0.0887,0.1702,0.0985,0.0725,0.1395,0.0527,0.0388,0.0746,MARCS,0,0.0058714384,0.0048397295,0.0005742459,0.13,0.33061346,0.42830274,0.25080165,1.4177539,1.054651,0.79431295,0.62424695,0.508989,0.3194581,0.18900698,0.121947795,0.7957549175796501,0.0076089925,4.785912483911513,0.16965707
43080,1636148068921376768,Gaia DR3 573940710309733120,573940710309733120,1231714428,2016.0,11.800363798542794,0.031737063,85.17766963238935,0.02948923,0.5298455,0.03318013,15.968759,2.4786255,-2.275299066704559,0.03930091,-0.983157623611441,0.0375077,0.01789522,-0.038913783,-0.2946999,0.013243316,0.047639474,0.04423038,0.08213638,-0.07326177,0.1583238,0.08587949,343,0,343,0,-0.69121516,333.7359,0.0,0.0,31,False,1.5256027,,,,,,,,39,25,0.056453705,46,16,0,0.027222412,84.30412,0,0,0.9725557,0.08443978,0.060779363,0.13572444,0.18891072,1.5821922,-22.284828,59.015972,20.713886,False,377,6335.274585880873,2.6444416,2395.6946,16.182953,37,3209.9858667510625,17.501245,183.4147,16.572285,37,4424.738400498923,15.154357,291.97797,15.633177,1.2051134,0.0,14.0,0.0,12.0,0.0,0.9391079,0.38933182,0.5497761,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.83568762055508,22.30671123521013,78.70862978700285,65.14793156775488,False,False,0,True,False,False,False,False,True,True,False,1.02518966e-13,5.120785e-13,0.9999508,5296.1313,5283.31,5317.15,4.4377,4.3965,4.4629,-0.2453,-0.2808,-0.213,1570.9348,1503.2584,1695.9825,0.0106,0.0027,0.0258,0.0087,0.0022,0.0211,0.0046,0.0012,0.0113,MARCS,0,0.00591957,0.0037185552,0.0004532031,0.13,0.33061346,0.42830274,0.25080165,1.4177539,1.054651,0.79431295,0.62424695,0.508989,0.3194581,0.18900698,0.121947795,0.7616069175796518,0.006990634,4.473085671594621,0.13598329
43081,1636148068921376768,Gaia DR3 573940710309733760,573940710309733760,1767796760,2016.0,11.819084148749091,0.025167454,85.17416037787315,0.022124434,0.5181307,0.025560142,20.271044,2.729468,-2.300809163395113,0.029676918,-1.4684255478959365,0.027674401,-0.06665522,-0.023003649,-0.28405407,0.00745843,0.03550574,0.05382289,0.066144705,-0.06718747,0.15653457,0.060199104,317,0,317,0,-0.18365884,320.3375,0.0,2.2755578e-15,31,False,1.5362738,,,,,,,,36,24,0.042275656,43,15,0,0.028221594,79.60411,0,0,0.9915912,0.14375183,0.08900131,0.2177859,0.15460761,-25.620396,7.7207294,59.58601,16.319643,False,341,11369.94962297328,3.7405999,3039.606,15.547971,37,5867.535246481399,17.69045,331.6781,15.917403,36,7830.858768152895,16.749968,467.51486,15.013372,1.2047893,0.0,1.0,0.0,2.0,0.0,0.9040308,0.36943245,0.53459835,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.8373221500099,22.303174780183337,78.70230561899534,65.14515160906747,False,False,0,True,False,False,False,False,True,True,False,1.0234126e-13,5.111906e-13,0.99996847,5726.437,5714.965,5740.371,4.2171,4.1826,4.2511,-0.1391,-0.1516,-0.1216,1635.0544,1567.7264,1705.3647,0.2407,0.2331,0.2493,0.2006,0.1942,0.2078,0.1077,0.1042,0.1115,MARCS,0,0.0032734636,0.0023223567,0.00035719638,0.13,0.33061346,0.42830274,0.25080165,1.4177539,1.054651,0.79431295,0.62424695,0.508989,0.3194581,0.18900698,0.121947795,0.7265299175796507,0.00401359,3.7895543771228795,0.10712248
43082,1636148068921376768,Gaia DR3 573940740373507456,573940740373507456,898503150,2016.0,11.624316546756834,0.05770576,85.17862545308921,0.04947343,0.5792402,0.057183526,10.129494,2.5057597,-2.291043500329084,0.068374395,-1.0148651068246222,0.06140145,0.0005384849,-0.053969074,-0.31598794,0.0065804827,-0.023918709,0.04592069,-0.018813225,-0.030097343,0.092248455,0.11343646,335,0,330,5,0.5352743,352.93976,0.1591528,0.77833897,31,False,1.4430684,,,,,,,,38,24,0.098587185,45,16,0,0.02045268,67.58824,0,0,1.0200359,0.1150801,0.101521365,0.10908983,0.121281624,-0.7707159,-8.202129,58.184982,17.07952,False,363,2603.6319480374186,1.9430115,1339.9982,17.148418,40,1065.5987753839104,13.848587,76.94639,17.769558,35,2158.659240102315,19.025993,113.45843,16.412436,1.2383693,0.0,0.0,0.0,0.0,0.0,1.3571224,0.6211395,0.7359829,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.81971526456904,22.307951873819285,78.69752932567523,65.16200799625393,False,False,0,True,False,False,False,False,True,True,False,1.0240957e-13,5.123292e-13,0.99996173,4638.566,4615.7144,4665.7065,4.542,4.5124,4.5704,0.1145,0.0707,0.1619,1365.6338,1300.8431,1438.7347,0.1377,0.1038,0.1748,0.1054,0.0794,0.1339,0.0552,0.0416,0.0702,PHOENIX,0,0.014110294,0.009569462,0.000810252,0.08,0.20345445,0.26357093,0.15433946,0.87246394,0.649016,0.48880798,0.384152,0.313224,0.1965896,0.116312,0.075044796,1.2478905279846195,0.017049193,5.759256934779167,0.21437278
