,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,G,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,BP,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,RP,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,label,BP_err,RP_err,G_err,E(B_V),A_G,A_BP,A_RP,A_g,A_r,A_i,A_z,A_y,A_J,A_H,A_K,color,color_error,mag_abs,mag_abs_error
43034,1636148068921376768,Gaia DR3 573940091834388224,573940091834388224,1683169262,2016.0,12.404008912319114,0.02141369,85.27746560494747,0.019611567,0.5247031,0.0216557,24.22933,2.7688828,-2.52540735099355,0.027341386,-1.1353543532934836,0.025272558,0.054857466,0.0076102642,-0.34825736,0.037770413,-0.04138254,0.053753663,0.018786935,-0.0070785508,0.06308579,0.0999552,324,0,323,1,5.16773,483.52667,0.13559015,5.3957753,31,False,1.5620515,,,,,,,,38,26,0.039357405,45,16,0,0.022346115,74.114716,0,0,1.210643,0.08970481,0.09533028,0.038240157,0.19788574,13.923078,-36.725838,37.76634,15.481869,False,362,21561.448909707025,6.2584553,3445.1711,14.853172,41,11759.10459735615,18.476902,636.4219,15.162606,37,14164.221319576423,17.56981,806.1681,14.369914,1.2022998,0.0,3.0,0.0,4.0,0.0,0.7926922,0.30943394,0.48325825,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.89135918367136,22.405859088160504,78.97361846877865,65.13931530624727,False,False,0,True,True,False,False,False,True,True,False,1.0233492e-13,5.1129543e-13,0.99996907,5732.064,5714.701,5755.827,3.8339,3.8232,3.8564,-0.5646,-0.5806,-0.5433,2042.0964,1983.5631,2064.3523,0.0375,0.0252,0.0517,0.0315,0.0212,0.0436,0.0171,0.0114,0.0236,MARCS,0,0.0017060007,0.0013467864,0.00031514725,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.6288448217792517,0.002173539,3.147558327266694,0.0896222
43037,1636148068921376768,Gaia DR3 573940121898257792,573940121898257792,207470654,2016.0,12.918690641853953,0.21633884,85.25676263262932,0.1848082,0.4985183,0.2142503,2.3268032,2.214172,-1.7713914591026518,0.2621957,-1.3284313363481672,0.23374633,-0.014851304,-0.049655456,-0.3909982,0.09345523,0.03162823,0.13111456,0.014895789,0.0051558525,0.11748007,0.06980222,324,0,321,3,1.4200813,380.66028,0.6588895,1.0817297,95,False,,1.2843026,0.060497705,0.00048415398,0.17467779,0.24030381,0.050893344,0.15128675,37,24,0.37791333,43,16,0,0.024748888,103.264595,0,0,1.0560298,0.12886974,0.05267526,0.06848252,0.18786217,22.875301,-49.3447,54.210743,21.784515,False,351,381.4525458361209,0.9257775,412.0348,19.233765,39,104.45603594815564,7.465025,13.992724,20.291208,35,417.1487807736529,7.5646205,55.144707,18.197168,1.3674173,0.0,1.0,0.0,1.0,0.0,2.09404,1.0574436,1.0365963,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.93721517604249,22.385015067701108,78.96723578045551,65.09214755611266,False,False,0,False,False,False,False,False,False,False,False,3.1706884e-11,8.9891473e-13,0.9999835,,,,,,,,,,,,,,,,,,,,,,,0,0.07759291,0.019688856,0.0026350594,0.099999994,0.25431806,0.32946366,0.19292434,1.0905799,0.81127,0.61100996,0.48018995,0.39152998,0.24573699,0.14538999,0.09380599,1.9575006748819348,0.08005192,7.467852407588957,0.93324643
43039,1636148068921376768,Gaia DR3 573940156258001024,573940156258001024,567684854,2016.0,12.89427112731629,0.36316618,85.27758738260397,0.30373302,0.50436586,0.34201336,1.4746963,1.1544776,-1.1222907405767626,0.43634316,-0.270706611211677,0.40593895,-0.037739802,0.0075072395,-0.41430083,0.118381865,0.089384295,0.11777045,-0.20275578,-0.0389104,-0.009980278,0.04488135,287,0,285,2,0.2894528,304.2451,0.0,0.0,31,False,1.509488,,,,,,,,33,24,0.62987584,40,16,0,0.015131422,107.46033,1,0,1.0110614,0.117064066,0.07011519,0.047217187,0.20044014,3.5645883,-56.212646,-54.985603,24.09776,False,313,189.3861531647945,0.7260101,260.85886,19.993996,36,103.65777176257804,6.4878364,15.977248,20.299538,35,114.11054635728978,6.5015674,17.551237,19.604582,1.149864,0.0,1.0,0.0,0.0,0.0,0.6949558,0.305542,0.38941383,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.9350181871374,22.405838219762536,79.01090748535212,65.10212564678628,False,False,0,False,False,False,False,False,False,False,False,0.004758024,1.1429781e-10,0.99523103,,,,,,,,,,,,,,,,,,,,,,,0,0.067955144,0.06186095,0.0041621597,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.5311088217792488,0.09189493,8.202542698093414,1.4724936
43040,1636148068921376768,Gaia DR3 573940160553876736,573940160553876736,1417083253,2016.0,12.909872659644693,0.029859783,85.26533270341412,0.028171657,0.4955564,0.030874303,16.050774,2.5610487,-2.295995517215066,0.037658516,-1.1346256786765383,0.035053384,0.01861274,-0.073614515,-0.35758328,0.053136896,-0.05805802,0.07701319,-0.022571558,0.015208996,0.06427534,0.0697045,322,0,318,4,-1.0133113,300.3891,0.0,0.0,31,False,1.5338224,,,,,,,,37,24,0.053940408,44,16,0,0.025582299,82.66943,0,0,0.95872426,0.12747626,0.065719105,0.060227647,0.19817576,29.92588,-52.58293,55.121536,22.51524,False,359,7496.804614627048,2.780814,2695.903,16.000175,37,3853.269191401384,10.239857,376.3011,16.373968,38,5141.59690257238,10.28573,499.8767,15.47015,1.1998267,0.0,1.0,0.0,1.0,0.0,0.90381813,0.37379265,0.5300255,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.93641874206573,22.39358446413277,78.98529612535096,65.09616375014812,False,False,0,True,False,False,False,False,True,True,False,1.0226536e-13,5.108129e-13,0.9999759,5633.554,5567.2017,5674.95,4.4611,4.424,4.5182,-0.2474,-0.3114,-0.2061,1465.57,1349.1846,1548.1165,0.1017,0.0704,0.1233,0.0843,0.0582,0.1022,0.045,0.031,0.0545,PHOENIX,0,0.0028852858,0.002172008,0.00040273563,0.099999994,0.25431806,0.32946366,0.19292434,1.0905799,0.81127,0.61100996,0.48018995,0.39152998,0.24573699,0.14538999,0.09380599,0.7672786748819362,0.0036114391,4.221322477626799,0.1352883
43041,1636148068921376768,Gaia DR3 573940160553877888,573940160553877888,1108819001,2016.0,12.997578758018204,0.02429448,85.26427457612603,0.019077633,0.52176446,0.021779722,23.956432,2.613012,-2.3593080707274234,0.031705648,-1.1231643026063545,0.025433157,0.12287398,-0.2534218,-0.5890384,-0.12418035,-0.12927403,-0.070710994,-0.122244656,0.2098168,0.10818064,0.22398701,305,0,304,1,1.2736465,344.16083,0.035875447,0.30308342,31,False,1.5451034,,,,,,,,35,23,0.048079412,41,17,0,0.03117868,81.22087,0,0,1.051399,0.08763816,0.11079185,0.10359675,0.2344245,40.696064,-36.020443,59.743725,23.46381,False,333,17445.059511137777,4.7098284,3703.9692,15.083186,40,9197.546589308817,21.383022,430.13315,15.429362,40,11775.465213801006,11.449923,1028.4319,14.570451,1.2022321,0.0,2.0,0.0,0.0,0.0,0.8589115,0.34617615,0.51273537,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.94425124090108,22.392537802119577,78.98970253833464,65.08908587963536,False,False,0,True,False,False,False,False,True,True,False,1.0252929e-13,5.121291e-13,0.9999498,6083.259,6042.957,6103.6577,4.0705,3.9074,4.1627,0.1529,0.1319,0.1666,2087.7341,1817.9523,2592.2988,0.3602,0.3422,0.3717,0.304,0.2884,0.3138,0.1628,0.1545,0.1682,MARCS,0,0.0025241864,0.00105572,0.00029312776,0.099999994,0.25431806,0.32946366,0.19292434,1.0905799,0.81127,0.61100996,0.48018995,0.39152998,0.24573699,0.14538999,0.09380599,0.7223716748819342,0.002736067,3.416240363727569,0.09064304
43043,1636148068921376768,Gaia DR3 573940190617804160,573940190617804160,225695249,2016.0,12.71634443149517,0.07881022,85.27076000559299,0.068299,0.60967827,0.07667386,7.951579,2.421193,-2.2570778194319168,0.09728445,-0.8762273878736787,0.085657306,-0.05740995,-0.009133001,-0.4233834,0.10508276,-0.13237867,0.14682896,-0.035827044,-0.042047497,0.1041694,0.032547228,322,0,320,2,-0.61996764,312.15662,0.0,0.0,31,False,1.4561222,,,,,,,,37,25,0.14040929,45,17,1,0.01870251,90.83809,0,0,0.9743526,0.106697224,0.026516588,0.11412105,0.17675331,21.941425,-27.43252,58.626225,18.283072,False,367,1543.0871099137507,1.4512417,1063.2875,17.71639,38,662.1971518286074,12.44382,53.214943,18.286074,38,1239.453218896382,9.6782255,128.06616,17.01482,1.2323675,0.0,0.0,0.0,0.0,0.0,1.2712536,0.5696831,0.7015705,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.91915587643622,22.399024195198862,78.98243620634574,65.1129829775994,False,False,0,False,False,False,False,False,True,True,False,1.02414056e-13,5.4977946e-13,0.9999617,4730.037,4655.3037,4768.4126,4.6662,4.6462,4.6793,-0.0898,-0.1683,-0.0345,1528.3596,1466.1003,1569.2404,0.1403,0.078,0.1821,0.1084,0.0602,0.1409,0.0571,0.0317,0.0741,PHOENIX,0,0.020402845,0.008477932,0.0010211125,0.09575826,0.24353056,0.31548867,0.18474099,1.0443205,0.7768581,0.58509254,0.45982158,0.3749223,0.23531348,0.13922293,0.08982699,1.140506324104308,0.02209415,6.3983629357957845,0.27308884
43044,1636148068921376768,Gaia DR3 573940263631449984,573940263631449984,1172288659,2016.0,12.953060246763467,0.09418738,85.27789907694778,0.07993419,0.5851639,0.091661885,6.383939,2.6820776,-2.5218037753046008,0.11626151,-0.9132610128913676,0.10290752,0.009140773,-0.023571251,-0.3778787,0.06805869,-0.057778474,0.090376265,-0.00033684223,-0.02066164,0.09337362,0.06439684,323,0,321,2,0.61832416,345.87564,0.0,0.0,31,False,1.4071225,,,,,,,,37,25,0.16670889,45,17,0,0.017957222,87.78899,0,0,1.0236329,0.07942264,0.08028901,0.05857597,0.20645994,32.723362,-32.64339,55.618065,19.782171,False,371,1156.995108676638,1.2186246,949.427,18.029037,26,437.6952700891549,8.678822,50.432568,18.735613,23,1031.6236938282432,10.905409,94.597435,17.214092,1.269944,0.0,1.0,0.0,0.0,0.0,1.5215206,0.7065754,0.8149452,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.94025288821692,22.406155133303734,79.01607198897266,65.09779054414943,False,False,0,False,False,False,False,False,True,True,False,1.0230561e-13,7.6619895e-13,0.9999799,4177.568,4161.216,4196.405,4.6997,4.6799,4.7192,-0.3039,-0.3465,-0.2547,1170.65,1135.6292,1203.872,0.0012,0.0002,0.0033,0.0009,0.0002,0.0025,0.0005,0.0001,0.0014,PHOENIX,0,0.021528473,0.011477438,0.0011435699,0.099999994,0.25431806,0.32946366,0.19292434,1.0905799,0.81127,0.61100996,0.48018995,0.39152998,0.24573699,0.14538999,0.09380599,1.384981674881935,0.02439686,6.6111064565773,0.34014812
43046,1636148068921376768,Gaia DR3 573940194913606656,573940194913606656,444197575,2016.0,12.69308472801245,0.026662985,85.27603191713403,0.02404297,0.5159802,0.026902026,19.179976,2.5338857,-2.3378888988123308,0.03276019,-0.9771654352085531,0.030323038,0.037423555,-0.10952696,-0.36263424,0.054900844,-0.13657402,0.06793957,-0.032613434,0.015712444,0.066353865,0.054009173,322,0,321,1,-1.5192149,291.1162,0.0,0.0,31,False,1.5383124,,,,,,,,37,24,0.04687932,44,17,0,0.020815916,83.37675,1,0,0.9391485,0.090541065,0.08158988,0.05381817,0.21237318,25.20129,-34.57353,52.278522,19.280924,False,361,9710.93378609336,3.423567,2836.4958,15.719214,38,5055.867975468956,13.40111,377.27234,16.079052,38,6672.282093708132,11.851362,562.9971,15.187209,1.2077262,0.0,2.0,0.0,1.0,0.0,0.89184284,0.35983753,0.5320053,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.91709763701132,22.40430107249157,78.99222710608538,65.11678981602658,False,False,0,True,False,False,False,False,True,True,False,1.02485376e-13,5.119119e-13,0.99995416,5581.5234,5496.0093,5722.377,4.365,4.3267,4.391,-0.1614,-0.2523,0.0076,1576.7332,1505.3405,1745.6895,0.1125,0.0617,0.2018,0.0934,0.0511,0.1681,0.05,0.0273,0.0899,MARCS,0,0.002877858,0.0019284934,0.00038277378,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.7279958217792526,0.003464268,3.97719738651657,0.11321624
43047,1636148068921376768,Gaia DR3 573940194913611264,573940194913611264,449118837,2016.0,12.641607423027756,0.034156024,85.26951666896201,0.031997465,0.52776605,0.03547862,14.875607,2.7190356,-2.338226435932015,0.043085564,-1.3877508089937516,0.039871823,0.0050449725,-0.06246254,-0.32825863,0.03543146,-0.16647093,0.063591786,0.0029687255,-0.012421949,0.032291543,0.06792763,310,0,307,3,-0.9747099,290.25992,0.0,0.0,31,False,1.5059708,,,,,,,,36,25,0.06146751,44,16,0,0.024131749,86.5011,0,0,0.9595141,0.1247057,0.042450607,0.084982306,0.1437354,24.965477,-41.970467,52.38412,23.746351,False,346,6004.587928333017,2.762879,2173.3083,16.24116,38,2901.360298672312,10.879382,266.6843,16.682037,41,4409.468836742256,8.446764,522.0306,15.6369295,1.2175405,0.0,1.0,0.0,2.0,0.0,1.0451078,0.4408779,0.6042299,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.91248630018028,22.39779955337467,78.97404965305851,65.11818592060185,False,False,0,True,False,False,False,False,True,True,False,1.02170313e-13,5.1033684e-13,0.99998534,5296.2563,5266.5664,5323.2485,4.5646,4.5504,4.5786,-0.3592,-0.3976,-0.324,1135.193,1108.6965,1167.2426,0.2684,0.2475,0.2882,0.2182,0.201,0.2345,0.1169,0.1077,0.1257,MARCS,0,0.0040712417,0.0020798326,0.0004995776,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.8812603217792514,0.00457173,4.548185611400605,0.14597623
43048,1636148068921376768,Gaia DR3 573940194913611648,573940194913611648,1647606932,2016.0,12.70827793281908,0.025261162,85.26991892608103,0.023275606,0.4662811,0.02586704,18.02607,2.5647745,-2.441517837782938,0.03146796,-0.7855306487024679,0.029397912,-0.0078145005,-0.07354626,-0.3511112,0.032997206,-0.07580053,0.062040824,-0.022904275,-0.01727347,0.07641308,0.052451458,326,0,323,3,-0.23520604,325.15573,0.0,0.0,31,False,1.5011184,,,,,,,,38,25,0.044943117,46,17,0,0.03488082,61.039795,0,0,0.9896432,0.1003854,0.043558545,0.088979386,0.17816226,35.204914,-37.073063,54.65355,20.817701,False,377,9994.175678006048,77.14454,129.5513,15.688,43,4869.242457795026,125.81273,38.702305,16.119888,43,7481.875719173654,207.78403,36.007946,15.062869,1.2358316,1.0,3.0,1.0,1.0,0.0,1.0570192,0.43188858,0.62513065,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,122.91843423640152,22.39818476279452,78.97998161218483,65.11327070504213,False,False,0,True,False,False,True,False,True,True,False,3.3022773e-12,4.652131e-12,0.999962,5204.436,5166.918,5248.7925,4.2199,4.1765,4.2586,-0.1805,-0.2354,-0.1341,1760.8865,1644.7557,1885.0988,0.0463,0.0199,0.077,0.0373,0.016,0.0622,0.0197,0.0084,0.033,PHOENIX,0,0.028053528,0.030152684,0.008380744,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.8931718217792515,0.041184764,3.7260572676658636,0.120754056
43049,1636148068921376768,Gaia DR3 573940224977477376,573940224977477376,443391550,2016.0,12.785652930247014,0.03996998,85.2780962575798,0.035933558,0.46596858,0.040586475,11.480884,2.653521,-2.4311327711177064,0.049421072,-1.063375322996995,0.046227466,0.023614325,-0.1297537,-0.34532145,0.031665638,-0.088948645,0.06271388,0.048961867,-0.014080488,0.12761633,0.045715716,310,0,309,1,1.8978422,368.0871,0.1282595,1.0492764,31,False,1.476367,,,,,,,,36,24,0.07050751,43,16,0,0.026011966,85.61809,0,0,1.0768226,0.07391453,0.062363695,0.07376261,0.22151494,51.20059,-37.74485,54.69243,21.534838,False,351,5141.573697434638,2.5346172,2028.5405,16.409626,41,2322.85071811863,11.765623,197.42693,16.923489,38,4007.80008667428,10.437799,383.96982,15.74063,1.2312671,0.0,1.0,0.0,1.0,0.0,1.1828585,0.5138626,0.66899586,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.92534630442096,22.40635002684624,79.00376368433396,65.11056209035414,False,False,0,True,False,False,False,False,True,True,False,1.0233791e-13,5.1118306e-13,0.99996877,4660.6914,4649.7764,4673.156,4.1862,4.176,4.1955,-0.7918,-0.7976,-0.7788,1609.6124,1591.0522,1628.4604,0.0212,0.0083,0.0352,0.0166,0.0065,0.0277,0.0089,0.0034,0.0148,PHOENIX,0,0.0054994333,0.0028276602,0.0005352302,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,1.0190118217792516,0.0061838035,4.446227483821868,0.18913884
43050,1636148068921376768,Gaia DR3 573940229273346048,573940229273346048,1218156477,2016.0,12.790745374708363,0.020531131,85.27570699767557,0.019430503,0.5099024,0.02140784,23.81849,2.4584355,-2.2273905606461453,0.026074497,-1.0404982768544155,0.025287453,0.0034011009,-0.073676415,-0.3289533,0.039649345,-0.06689219,0.06704515,0.060802635,0.013683221,0.113715634,0.053139348,322,0,318,4,-0.17027192,321.39053,0.040878188,0.3695748,31,False,1.5480206,,,,,,,,37,25,0.037233282,45,16,0,0.02745532,82.29693,0,0,0.99213994,0.08942141,0.034968458,0.10617221,0.1912813,46.716663,-43.901756,54.05238,21.472033,False,369,15847.731807214212,4.486663,3532.187,15.187449,39,8433.913517934427,26.79966,314.70227,15.523469,42,10793.516084178493,29.934845,360.56696,14.6649885,1.2132607,0.0,2.0,0.0,0.0,0.0,0.85848045,0.33601952,0.52246094,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.92579676014078,22.403960266476364,78.99891807656431,65.10924863120945,False,False,0,True,False,False,False,False,True,True,False,1.03019766e-13,5.1457883e-13,0.99990124,5657.779,5623.3916,5722.515,3.9759,3.9487,4.0046,-0.2998,-0.3339,-0.23,1898.3607,1816.2845,2013.064,0.105,0.083,0.1458,0.0878,0.0693,0.1221,0.0473,0.0373,0.0657,MARCS,0,0.0034500426,0.0030111915,0.00030738357,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.6946333217792517,0.0045793084,3.4197027302970895,0.09116802
43053,1636148068921376768,Gaia DR3 573940293696957568,573940293696957568,1461398367,2016.0,12.979461537736912,0.109743975,85.29623120515049,0.09392958,0.5451856,0.10753096,5.070034,2.3260102,-2.1104308285708018,0.14390142,-0.9779595531940564,0.12141029,-0.038002584,-0.055675127,-0.37676013,0.0963291,-0.07039863,0.13406777,-0.034040034,-0.086289115,0.14021426,0.0051183244,313,0,313,0,0.6761583,338.5511,0.0,0.0,31,False,1.4018945,,,,,,,,36,25,0.205077,43,16,0,0.009561603,88.22588,0,0,1.0262747,0.074449755,0.028176555,0.035111316,0.1774284,12.321872,-11.343523,53.482796,18.482485,False,357,913.991179415468,1.2134433,753.2212,18.285011,38,346.5477347706739,9.4660425,36.60957,18.989134,40,813.6469894384823,10.809004,75.274925,17.471806,1.2693719,0.0,38.0,0.0,40.0,0.0,1.5173283,0.70412254,0.8132057,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.94256381978076,22.42449112359669,79.05817049751795,65.10294867091325,False,False,0,False,False,False,False,False,True,False,False,1.02188e-13,7.299356e-13,0.9999928,4133.217,4118.101,4153.965,4.7471,4.728,4.7591,-0.4352,-0.4783,-0.3869,1179.8568,1152.6398,1215.6421,0.0102,0.0027,0.0254,0.0075,0.002,0.0188,0.004,0.001,0.0101,PHOENIX,0,0.029657168,0.014423611,0.0014414573,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,1.3534808217792502,0.0329786,6.662551290355683,0.42829782
43054,1636148068921376768,Gaia DR3 573940297992814592,573940297992814592,1797440305,2016.0,13.0079082394918,0.027995743,85.29418675745974,0.025431404,0.50754243,0.028152388,18.028397,2.4832435,-2.2853547021916265,0.03656041,-0.9714174641553096,0.03341111,-0.037217293,-0.014713058,-0.39627334,0.08433171,-0.12473247,0.11866616,-0.017744254,-0.05118042,0.13519798,0.021545732,345,0,345,0,0.9057159,379.5616,0.029377898,0.10206983,31,False,1.535548,,,,,,,,40,26,0.052231316,47,17,0,0.014295969,83.640335,2,0,1.0339414,0.047334336,0.026679005,0.0977567,0.17199802,27.48791,-15.821435,53.832012,16.82171,False,385,8304.8783911696,2.8145425,2950.7026,15.889033,43,4272.471915531924,12.779072,334.3335,16.261845,43,5695.276437523076,10.311822,552.30554,15.359109,1.2002281,0.0,1.0,0.0,1.0,0.0,0.9027357,0.37281132,0.5299244,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.9450928994375,22.42245194298063,79.05586389808677,65.10000235503867,False,False,0,True,False,False,False,False,True,True,False,1.02354316e-13,5.1125646e-13,0.9999671,5445.359,5426.0728,5475.588,4.3799,4.3607,4.3984,-0.4718,-0.4963,-0.4393,1595.1874,1539.2292,1652.622,0.0168,0.0058,0.0325,0.0138,0.0047,0.0268,0.0074,0.0025,0.0144,PHOENIX,0,0.0032474645,0.0019658252,0.00036795854,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.738888821779252,0.0037961158,4.111213068492889,0.12044789
43056,1636148068921376768,Gaia DR3 573940366710637952,573940366710637952,1577936430,2016.0,12.895351218100616,0.27309167,85.29623146164069,0.22736566,0.45633015,0.268348,1.7005162,3.1378813,-3.0980138649888502,0.36245894,-0.4986075554935399,0.29145682,-0.0477816,-0.03719148,-0.37902516,0.08047766,0.099754125,0.14237435,0.018541066,0.032848667,0.16274743,0.080821015,313,0,313,0,-1.3133976,289.98242,0.0,0.0,95,False,,1.3537862,0.07466179,0.0038943847,0.18321742,0.2505521,0.060211807,0.15740828,36,24,0.5178073,43,16,0,0.02451671,94.740326,0,0,0.9464004,0.07144063,0.07768942,0.028415058,0.20236562,-10.273069,-43.463947,10.500874,21.949068,False,349,263.6463677204492,0.9363304,281.57407,19.634813,29,80.39145657397361,6.9186015,11.619611,20.575518,36,275.5147570242593,10.200486,27.009964,18.647533,1.3499379,0.0,2.0,0.0,1.0,0.0,1.9279842,0.94070435,0.9872799,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.9351022144905,22.42448234819868,79.0517873168787,65.10930117957332,False,False,0,False,False,False,False,False,False,False,False,4.2948764e-13,1.1687618e-09,0.99999774,,,,,,,,,,,,,,,,,,,,,,,0,0.09343998,0.04019762,0.0038559523,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,1.7641378217792507,0.1017196,7.626027096546174,1.2769548
43057,1636148068921376768,Gaia DR3 573940366712284288,573940366712284288,1531613309,2016.0,12.819616370355028,0.042358883,85.30645222434651,0.039179496,0.5929426,0.043030307,13.779651,2.6263845,-2.4684125780669217,0.0572148,-0.8971255562722988,0.04977502,-0.03698243,-0.009612852,-0.35776612,0.09596561,-0.13697238,0.13340728,-0.016351385,-0.03531522,0.08091517,0.035109088,316,0,314,2,1.6981983,368.05194,0.020538475,0.02235428,31,False,1.4836068,,,,,,,,38,26,0.08121254,45,16,0,0.01899619,77.42235,0,0,1.0679806,0.066339865,0.029432198,0.07061058,0.16241641,1.69647,-34.988335,-55.398266,19.785376,False,342,4042.8334260086303,2.2012718,1836.5898,16.670652,38,1856.5300042974584,13.588739,136.62268,17.166788,37,3055.325927520211,10.788401,283.2047,16.035252,1.2149538,0.0,0.0,0.0,1.0,0.0,1.1315365,0.4961357,0.6354008,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,122.9283910170915,22.4347033169384,79.06844676286502,65.11898645037718,False,False,0,True,False,False,False,False,True,True,False,1.0226326e-13,5.110462e-13,0.9999762,4985.181,4953.2666,5019.3433,4.4798,4.4569,4.5023,-0.3518,-0.3939,-0.3059,1425.4684,1367.0499,1484.1321,0.2137,0.1857,0.2441,0.1704,0.148,0.1949,0.091,0.079,0.1041,MARCS,0,0.007946969,0.0038337507,0.0005911697,0.12,0.30518168,0.3953564,0.23150921,1.3086959,0.97352403,0.73321193,0.57622796,0.46983597,0.29488438,0.174468,0.112567194,0.9676888217792516,0.008823376,5.230533508350373,0.15758654
