obj_id,oid,link_bibcode,ra,dec,coo_bibcode,parallax,parallax_err,parallax_bibcode,pmra,pmdec,pm_err,pm_bibcode,radvel,radvel_err,rvz_bibcode,ids,EDR3 id,DR2 id,TIC
Cl* NGC 188 PKM 6179,4927073,2018A&A...616A..10G,13.905150200069999,85.19824926447,2020yCat.1350....0G,0.4148,0.06109999865293503,2020yCat.1350....0G,-2.424,-0.735,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573751353790973184|TIC 461620586|Cl* NGC  188    PKM    6179|Cl* NGC  188    SMV   11360|2MASS J00553723+8511537|Gaia DR2 573751353790973184,573751353790973184,573751353790973184,461620586
Cl* NGC 188 PKM 6289,4927358,2018A&A...616A..10G,14.44853006254,85.30776570283,2020yCat.1350....0G,0.7198,0.10300000011920929,2020yCat.1350....0G,-2.42,-0.714,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573775641829422208|TIC 461620667|Cl* NGC  188    PKM    6289|Cl* NGC  188    SMV   11748|2MASS J00574736+8518279|Gaia DR2 573775641829422208,573775641829422208,573775641829422208,461620667
Cl* NGC 188 PKM 9596,4926794,2018A&A...616A..10G,13.445976259300002,85.02992534339,2020yCat.1350....0G,0.5345,0.05570000037550926,2020yCat.1350....0G,-2.255,-0.989,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573742592057631232|Cl* NGC  188    PKM    9596|Cl* NGC  188    SMV   10881|Gaia DR2 573742592057631232,573742592057631232,573742592057631232,nan
Cl* NGC 188 DGV 68,302980,2018A&A...616A..10G,13.48842739966,85.03033049666,2020yCat.1350....0G,0.4909,0.02319999970495701,2020yCat.1350....0G,-2.371,-1.081,3.0,2020yCat.1350....0G,-41.63,,2008AJ....135.2264G,Gaia EDR3 573742626417369728|TIC 461620470|2MASS J00535721+8501490|Cl* NGC  188    DGV      68|Cl* NGC  188    PKM    9154|Cl* NGC  188    SMV   10946|Gaia DR2 573742626417369728,573742626417369728,573742626417369728,461620470
Cl* NGC 188 PKM 9140,4927046,2018A&A...616A..10G,13.808244226120001,85.05809439894,2020yCat.1350....0G,0.2295,0.2159000039100647,2020yCat.1350....0G,-2.698,-0.708,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573748360197058304|Cl* NGC  188    PKM    9140|Cl* NGC  188    SMV   11327|Gaia DR2 573748360197058304,573748360197058304,573748360197058304,nan
Cl* NGC 188 SMV 11132,304208,2018A&A...616A..10G,13.69660318887,85.1773512664,2020yCat.1350....0G,0.4396,0.03519999980926514,2020yCat.1350....0G,-2.355,-0.995,3.0,2020yCat.1350....0G,-41.02,,2008AJ....135.2264G,Gaia EDR3 573750941474117248|TIC 461620566|Cl* NGC  188    SMV   11132|2MASS J00544707+8510385|Cl* NGC  188    DGV     410|Cl* NGC  188    PKM    6194|Gaia DR2 573750941474117248,573750941474117248,573750941474117248,461620566
Cl* NGC 188 PKM 7188,4927040,2018A&A...616A..10G,13.846016220190002,85.17702037275,2020yCat.1350....0G,0.6747,0.2955000102519989,2020yCat.1350....0G,-0.25,-0.082,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573750941474117504|Cl* NGC  188    PKM    7188|Cl* NGC  188    SMV   11318|Gaia DR2 573750941474117504,573750941474117504,573750941474117504,nan
2MASS J00542287+8455398,304425,2018A&A...616A..10G,13.59562429421,84.92774705304,2020yCat.1350....0G,0.5205,0.013299999758601189,2020yCat.1350....0G,-2.295,-0.981,3.0,2020yCat.1350....0G,-42.6,0.10000000149011612,2018AJ....156..142D,Gaia EDR3 573740186875949696|TIC 461620400|2MASS J00542287+8455398|Cl* NGC  188    DGV      44|Cl* NGC  188    PKM    9205|Cl* NGC  188    SMV   11104|Gaia DR2 573740186875949696,573740186875949696,573740186875949696,461620400
Cl* NGC 188 PKM 6501,4927548,2018A&A...616A..10G,14.693134748119999,85.18068536719,2020yCat.1350....0G,0.5356,0.04010000079870224,2020yCat.1350....0G,-2.279,-0.97,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573750426078043136|TIC 461625828|Cl* NGC  188    PKM    6501|Cl* NGC  188    SMV   12001|2MASS J00584634+8510505|Gaia DR2 573750426078043136,573750426078043136,573750426078043136,461625828
Cl* NGC 188 PKM 6762,4928073,2018A&A...616A..10G,15.804965849039998,85.28744408012,2020yCat.1350....0G,0.1952,0.34389999508857727,2020yCat.1350....0G,-1.813,-0.659,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573772961769832320|TIC 461625881|Cl* NGC  188    PKM    6762|Cl* NGC  188    SMV   12796|2MASS J01031357+8517149|Gaia DR2 573772961769832320,573772961769832320,573772961769832320,461625881
Cl* NGC 188 SMV 11714,3739119,2018A&A...616A..10G,14.327056173409998,85.17466602791,2020yCat.1350....0G,0.5454,0.009800000116229057,2020yCat.1350....0G,-2.389,-0.991,3.0,2020yCat.1350....0G,-42.0,0.0,2018AJ....156..142D,Gaia EDR3 573751010193595904|TIC 461620563|Cl* NGC  188    SMV   11714|Cl* NGC  188     MT      66|Cl* NGC  188    PKM    6353|Cl* NGC  188    DGV     362|2MASS J00571844+8510288|Cl* NGC  188    SAN      L|Gaia DR2 573751010193595904,573751010193595904,573751010193595904,461620563
Cl* NGC 188 PKM 2254,4928085,2018A&A...616A..10G,16.05514631838,85.53785853328,2020yCat.1350....0G,0.7646,0.20839999616146088,2020yCat.1350....0G,-2.527,-0.658,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573785537433857408|Cl* NGC  188    PKM    2254|Cl* NGC  188    SMV   12816|Gaia DR2 573785537433857408,573785537433857408,573785537433857408,nan
Cl* NGC 188 PKM 6455,4927489,2018A&A...616A..10G,14.665171770290002,85.28809904439,2020yCat.1350....0G,0.5499,0.037700001150369644,2020yCat.1350....0G,-2.34,-1.019,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573775332591773056|TIC 461625882|Cl* NGC  188    PKM    6455|Cl* NGC  188    SMV   11921|2MASS J00583965+8517171|Gaia DR2 573775332591773056,573775332591773056,573775332591773056,461625882
Gaia EDR3 573771930977768576,14748500,2018A&A...616A..10G,17.09437462428,85.21934831948,2020yCat.1350....0G,0.5556,0.2944999933242798,2020yCat.1350....0G,-2.879,-1.56,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573771930977768576|Gaia DR2 573771930977768576,573771930977768576,573771930977768576,nan
Cl* NGC 188 PKM 9420,4927900,2018A&A...616A..10G,15.24283513206,84.99164415222,2020yCat.1350....0G,0.5343,0.030300000682473183,2020yCat.1350....0G,-1.998,-0.906,3.0,2020yCat.1350....0G,-41.37,,2008AJ....135.2264G,Gaia EDR3 573744103886519040|TIC 461625699|Cl* NGC  188    PKM    9420|Cl* NGC  188    SMV   12521|2MASS J01005830+8459299|Gaia DR2 573744103886519040,573744103886519040,573744103886519040,461625699
Cl* NGC 188 SMV 11208,302981,2018A&A...616A..10G,13.68149842296,85.02088475764,2020yCat.1350....0G,0.5407,0.017799999564886093,2020yCat.1350....0G,-2.384,-0.931,3.0,2020yCat.1350....0G,-42.89,,2008AJ....135.2264G,Gaia EDR3 573742420258940032|TIC 461620461|Cl* NGC  188    SMV   11208|2MASS J00544355+8501150|Cl* NGC  188    DGV      72|Cl* NGC  188    PKM    9160|Gaia DR2 573742420258940032,573742420258940032,573742420258940032,461620461
Cl* NGC 188 PKM 6525,4927662,2018A&A...616A..10G,14.88703199801,85.12682189156,2020yCat.1350....0G,0.4902,0.15569999814033508,2020yCat.1350....0G,-2.142,-0.992,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573749975104797440|TIC 461625788|Cl* NGC  188    PKM    6525|Cl* NGC  188    SMV   12177|2MASS J00593276+8507366|Gaia DR2 573749975104797440,573749975104797440,573749975104797440,461625788
Cl* NGC 188 DGV 389,304414,2018A&A...616A..10G,13.503315456810002,85.08758549996,2020yCat.1350....0G,0.511,0.03689999878406525,2020yCat.1350....0G,-2.329,-0.814,3.0,2020yCat.1350....0G,-41.28,,2008AJ....135.2264G,Gaia EDR3 573748742450797952|TIC 461620518|2MASS J00540076+8505153|Cl* NGC  188    DGV     389|Cl* NGC  188    PKM    9123|Cl* NGC  188    SMV   10942|Gaia DR2 573748742450797952,573748742450797952,573748742450797952,461620518
Cl* NGC 188 PKM 9474,4926756,2018A&A...616A..10G,13.416734043389999,85.08773343106,2020yCat.1350....0G,,,,-2.457,-2.079,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573748742450797824|Cl* NGC  188    PKM    9474|Cl* NGC  188    SMV   10820|Gaia DR2 573748742450797824,573748742450797824,573748742450797824,nan
Cl* NGC 188 PKM 6219,4926851,2018A&A...616A..10G,13.55396983843,85.11619567592,2020yCat.1350....0G,0.2931,0.2660999894142151,2020yCat.1350....0G,-1.587,-0.349,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573749150471232128|Cl* NGC  188    PKM    6219|Cl* NGC  188    SMV   10992|Gaia DR2 573749150471232128,573749150471232128,573749150471232128,nan
Cl* NGC 188 PKM 6216,4926913,2018A&A...616A..10G,13.670479018449997,85.12431075632,2020yCat.1350....0G,0.5824,0.10729999840259552,2020yCat.1350....0G,-2.292,-0.658,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573749287910020224|TIC 461620532|Cl* NGC  188    PKM    6216|Cl* NGC  188    SMV   11119|2MASS J00544095+8507273|Gaia DR2 573749287910020224,573749287910020224,573749287910020224,461620532
Cl* NGC 188 PKM 6390,4927649,2018A&A...616A..10G,15.061689537090002,85.43691314577,2020yCat.1350....0G,0.716,0.1589999943971634,2020yCat.1350....0G,-1.872,-0.625,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573783682007966720|TIC 461625959|Cl* NGC  188    PKM    6390|Cl* NGC  188    SMV   12152|2MASS J01001445+8526123|Gaia DR2 573783682007966720,573783682007966720,573783682007966720,461625959
Gaia EDR3 573626967241710208,14748501,2018A&A...616A..10G,5.027683017819999,85.34059175155,2020yCat.1350....0G,0.8326,0.24490000307559967,2020yCat.1350....0G,-2.99,0.462,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573626967241710208|Gaia DR2 573626967241710208,573626967241710208,573626967241710208,nan
Cl* NGC 188 PKM 9103,4926638,2018A&A...616A..10G,13.212202154209999,84.97501720098,2020yCat.1350....0G,0.4192,0.14990000426769257,2020yCat.1350....0G,-2.313,-0.915,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573742003645428736|TIC 461618453|Cl* NGC  188    PKM    9103|Cl* NGC  188    SMV   10550|2MASS J00525064+8458293|Gaia DR2 573742003645428736,573742003645428736,573742003645428736,461618453
Cl* NGC 188 PKM 6378,4927199,2018A&A...616A..10G,14.081873038080001,85.12286035695,2020yCat.1350....0G,0.3808,0.09809999912977219,2020yCat.1350....0G,-2.366,-0.916,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573749047391853952|TIC 461620531|Cl* NGC  188    PKM    6378|Cl* NGC  188    SMV   11532|2MASS J00561991+8507223|Gaia DR2 573749047391853952,573749047391853952,573749047391853952,461620531
Gaia EDR3 573759389674041984,14748502,2018A&A...616A..10G,17.6510574822,85.15098885885,2020yCat.1350....0G,1.517,0.36880001425743103,2020yCat.1350....0G,-2.945,-1.19,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573759389674041984|Gaia DR2 573759389674041984,573759389674041984,573759389674041984,nan
Cl* NGC 188 PKM 6512,4927434,2018A&A...616A..10G,14.49766963698,85.15748346236,2020yCat.1350....0G,0.6717,0.21289999783039093,2020yCat.1350....0G,-2.289,-0.775,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573750249982716544|Cl* NGC  188    PKM    6512|Cl* NGC  188    SMV   11849|Gaia DR2 573750249982716544,573750249982716544,573750249982716544,nan
Cl* NGC 188 PKM 6670,4927826,2018A&A...616A..10G,15.20855431578,85.14584699489,2020yCat.1350....0G,0.6802,0.14319999516010284,2020yCat.1350....0G,-1.696,-0.513,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573750043824287488|Cl* NGC  188    PKM    6670|Cl* NGC  188    SMV   12417|Gaia DR2 573750043824287488,573750043824287488,573750043824287488,nan
Cl* NGC 188 PKM 6396,4927603,2018A&A...616A..10G,14.951905894639998,85.43102632553,2020yCat.1350....0G,0.4701,0.18610000610351562,2020yCat.1350....0G,-2.209,-1.303,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573783647648226944|Cl* NGC  188    PKM    6396|Cl* NGC  188    SMV   12076|Gaia DR2 573783647648226944,573783647648226944,573783647648226944,nan
Gaia EDR3 573743313612256128,14748503,2018A&A...616A..10G,16.22852952321,84.93149232111,2020yCat.1350....0G,0.5639,0.023800000548362732,2020yCat.1350....0G,-2.454,-0.911,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573743313612256128|Gaia DR2 573743313612256128,573743313612256128,573743313612256128,nan
Cl* NGC 188 PKM 2119,4927702,2018A&A...616A..10G,15.238869070029997,85.50346129719,2020yCat.1350....0G,,,,-2.263,-0.889,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573785743592278400|Cl* NGC  188    PKM    2119|Cl* NGC  188    SMV   12240|Gaia DR2 573785743592278400,573785743592278400,573785743592278400,nan
Gaia EDR3 573743691569366528,14748504,2018A&A...616A..10G,15.657349119119997,84.97933097831,2020yCat.1350....0G,0.5765,0.04809999838471413,2020yCat.1350....0G,-2.259,-1.003,3.0,2020yCat.1350....0G,,,,Gaia EDR3 573743691569366528|Gaia DR2 573743691569366528,573743691569366528,573743691569366528,nan
NGC 188 1015,303124,2019A&A...624A...8A,11.907973414740002,85.25384443619,2020yCat.1350....0G,0.5231,0.017000000923871994,2020yCat.1350....0G,-2.254,-1.069,3.0,2020yCat.1350....0G,-43.03,,2008AJ....135.2264G,Gaia EDR3 573941466223933440|TIC 461601285|2MASS J00473790+8515137|Cl* NGC  188    DGV     728|Cl* NGC  188    PKM    5018|Cl* NGC  188    UMK     148|Cl* NGC  188    SMV    8070|GEN# +2.01881015|NGC   188  1015|UBV M  29918|Cl* NGC  188    FTS      88|Gaia DR2 573941466223933440,573941466223933440,573941466223933440,461601285
NGC 188 1016,303998,2019A&A...624A...8A,11.8769383582,85.25420240565,2020yCat.1350....0G,0.5293,0.027300000190734863,2020yCat.1350....0G,-2.195,-1.102,3.0,2020yCat.1350....0G,-46.5,,2008AJ....135.2264G,Gaia EDR3 573941466223933184|TIC 461601287|2MASS J00473050+8515149|Cl* NGC  188    DGV     727|Cl* NGC  188    PKM    5015|Cl* NGC  188    SMV    8008|GEN# +2.01881016|NGC   188  1016|UBV M  29919|Cl* NGC  188    FTS     249|Gaia DR2 573941466223933184,573941466223933184,573941466223933184,461601287
NGC 188 1014,303134,2019A&A...624A...8A,11.933147071839999,85.2588038561,2020yCat.1350....0G,0.5195,0.02160000056028366,2020yCat.1350....0G,-2.219,-1.103,3.0,2020yCat.1350....0G,-42.08,,2008AJ....135.2264G,Gaia EDR3 573942874973204224|TIC 461601302|2MASS J00474392+8515315|Cl* NGC  188    DGV     751|Cl* NGC  188    PKM    5006|Cl* NGC  188    SMV    8123|GEN# +2.01881014|NGC   188  1014|UBV M  29917|Cl* NGC  188    FTS     167|Gaia DR2 573942874973204224,573942874973204224,573942874973204224,461601302
NGC 188 1017,303123,2019A&A...624A...8A,11.82461096187,85.2534734253,2020yCat.1350....0G,0.5307,0.019099999219179153,2020yCat.1350....0G,-2.253,-1.044,3.0,2020yCat.1350....0G,-42.39,,2008AJ....135.2264G,Gaia EDR3 573941466223933056|TIC 461601284|2MASS J00471794+8515123|Cl* NGC  188    DGV     726|Cl* NGC  188    PKM    5019|Cl* NGC  188    UMK     143|Cl* NGC  188    SMV    7899|GEN# +2.01881017|NGC   188  1017|UBV M  29920|Cl* NGC  188    FTS     133|Gaia DR2 573941466223933056,573941466223933056,573941466223933056,461601284
NGC 188 1080,304002,2019A&A...624A...8A,11.796220268740004,85.24948180154,2020yCat.1350....0G,0.5323,0.023800000548362732,2020yCat.1350....0G,-2.463,-0.925,3.0,2020yCat.1350....0G,-41.1,,2008AJ....135.2264G,Gaia EDR3 573941431864196096|TIC 461601274|2MASS J00471112+8514579|Cl* NGC  188    DGV     724|Cl* NGC  188    PKM    5029|Cl* NGC  188    SMV    7835|GEN# +2.01881080|NGC   188  1080|UBV M  29949|Cl* NGC  188    FTS     188|Gaia DR2 573941431864196096,573941431864196096,573941431864196096,461601274
NGC 188 1092,303112,2019A&A...624A...8A,11.96471927152,85.22834444632,2020yCat.1350....0G,0.5347,0.022600000724196434,2020yCat.1350....0G,-2.486,-1.409,3.0,2020yCat.1350....0G,-44.6,,2008AJ....135.2264G,Gaia EDR3 573941260065519744|TIC 461601207|2MASS J00475150+8513419|Cl* NGC  188    DGV     699|Cl* NGC  188    PKM    5071|Cl* NGC  188    SMV    8183|GEN# +2.01881092|NGC   188  1092|UBV M  29956|Cl* NGC  188    FTS     185|Gaia DR2 573941260065519744,573941260065519744,573941260065519744,461601207
NGC 188 1091,304024,2019A&A...624A...8A,11.92195458963,85.22936413522,2020yCat.1350....0G,0.5085,0.01759999990463257,2020yCat.1350....0G,-2.44,-1.121,3.0,2020yCat.1350....0G,-41.84,,2008AJ....135.2264G,Gaia EDR3 573941260065518336|TIC 461601213|2MASS J00474125+8513456|Cl* NGC  188    DGV     700|Cl* NGC  188    PKM    5067|Cl* NGC  188    UMK     150|Cl* NGC  188    SMV    8100|GEN# +2.01881091|NGC   188  1091|UBV M  29955|Cl* NGC  188    FTS     102|Gaia DR2 573941260065518336,573941260065518336,573941260065518336,461601213
NGC 188 1010,303136,2019A&A...624A...8A,12.12855384819,85.26077379543,2020yCat.1350....0G,0.5447,0.017899999395012856,2020yCat.1350....0G,-2.187,-1.138,3.0,2020yCat.1350....0G,-40.45,,2008AJ....135.2264G,Gaia EDR3 573942909332943360|TIC 461601310|2MASS J00483081+8515387|Cl* NGC  188    DGV     755|Cl* NGC  188    PKM    4998|Cl* NGC  188    SMV    8512|GEN# +2.01881010|NGC   188  1010|UBV M  29916|Cl* NGC  188    FTS      96|Gaia DR2 573942909332943360,573942909332943360,573942909332943360,461601310
NGC 188 1081,304015,2019A&A...624A...8A,11.77596979543,85.24193587741,2020yCat.1350....0G,0.5497,0.026399999856948853,2020yCat.1350....0G,-2.594,-0.953,3.0,2020yCat.1350....0G,-42.6,,2008AJ....135.2264G,Gaia EDR3 573941431864201600|TIC 461601247|2MASS J00470619+8514309|Cl* NGC  188    DGV     723|Cl* NGC  188    PKM    5052|Cl* NGC  188    SMV    7787|GEN# +2.01881081|NGC   188  1081|UBV M  29950|Cl* NGC  188    FTS     248|SBC9 3151|Gaia DR2 573941431864201600,573941431864201600,573941431864201600,461601247
NGC 188 1025,303988,2019A&A...624A...8A,11.89393834316,85.26404792538,2020yCat.1350....0G,0.534,0.02070000022649765,2020yCat.1350....0G,-2.313,-0.973,3.0,2020yCat.1350....0G,-42.29,,2008AJ....135.2264G,Gaia EDR3 573942939395342336|TIC 461601318|2MASS J00473446+8515505|Cl* NGC  188    DGV     749|Cl* NGC  188    PKM    4992|Cl* NGC  188    SMV    8046|NGC   188  1025|Cl* NGC  188    FTS     172|Gaia DR2 573942939395342336,573942939395342336,573942939395342336,461601318
V* V370 Cep,303355,2019A&A...624A...8A,11.818503924169999,85.25984229917,2020yCat.1350....0G,0.5294,0.028599999845027924,2020yCat.1350....0G,-2.236,-0.978,3.0,2020yCat.1350....0G,-34.24,,2008AJ....135.2264G,Gaia EDR3 573941466223928832|TIC 461601305|2MASS J00471642+8515353|Cl* NGC  188    PKM    5004|Cl* NGC  188    SMV    7888|Cl* NGC  188     KS V6|NGC   188  1019|V* V370 Cep|Cl* NGC  188    FTS     140|Gaia DR2 573941466223928832,573941466223928832,573941466223928832,461601305
NGC 188 1093,303111,2019A&A...624A...8A,11.962516949120001,85.22475169985,2020yCat.1350....0G,0.537,0.016899999231100082,2020yCat.1350....0G,-2.135,-1.109,3.0,2020yCat.1350....0G,-43.38,,2008AJ....135.2264G,Gaia EDR3 573941260065522304|TIC 461601200|2MASS J00475098+8513291|Cl* NGC  188    DGV     698|Cl* NGC  188    PKM    5080|Cl* NGC  188    UMK     153|Cl* NGC  188    SMV    8177|GEN# +2.01881093|NGC   188  1093|UBV M  29957|Cl* NGC  188    FTS      62|SBC9 3192|Gaia DR2 573941260065522304,573941260065522304,573941260065522304,461601200
NGC 188 1079,303122,2019A&A...624A...8A,11.726678189629997,85.24958095624,2020yCat.1350....0G,0.552,0.02879999950528145,2020yCat.1350....0G,-2.318,-0.978,3.0,2020yCat.1350....0G,-43.24,,2008AJ....135.2264G,Gaia EDR3 573941431864195328|TIC 461601275|2MASS J00465442+8514583|Cl* NGC  188    DGV     725|Cl* NGC  188    PKM    5028|Cl* NGC  188    SMV    7697|NGC   188  1079|Cl* NGC  188    FTS     239|Gaia DR2 573941431864195328,573941431864195328,573941431864195328,461601275
NGC 188 1024,303127,2019A&A...624A...8A,11.81153414311,85.26399035658,2020yCat.1350....0G,0.5101,0.017400000244379044,2020yCat.1350....0G,-2.277,-0.998,3.0,2020yCat.1350....0G,-41.41,,2008AJ....135.2264G,Gaia EDR3 573941466223925376|Cl* NGC  188    DGV     735|Cl* NGC  188    PKM    4993|Cl* NGC  188    SMV    7875|NGC   188  1024|Gaia DR2 573941466223925376,573941466223925376,573941466223925376,nan
NGC 188 1087,304027,2019A&A...624A...8A,12.181505384720001,85.22667672175,2020yCat.1350....0G,0.5078,0.034699998795986176,2020yCat.1350....0G,-2.138,-0.954,3.0,2020yCat.1350....0G,-41.44,,2008AJ....135.2264G,Gaia EDR3 573938408207238528|TIC 461618681|2MASS J00484347+8513359|Cl* NGC  188    PKM    5074|Cl* NGC  188    SMV    8626|NGC   188  1087|Cl* NGC  188    FTS     297|Gaia DR2 573938408207238528,573938408207238528,573938408207238528,461618681
NGC 188 1104,304023,2019A&A...624A...8A,11.75266221085,85.23066846209,2020yCat.1350....0G,0.5048,0.02370000071823597,2020yCat.1350....0G,-2.099,-0.764,3.0,2020yCat.1350....0G,-42.43,,2008AJ....135.2264G,Gaia EDR3 573941324489082368|TIC 461601216|2MASS J00470059+8513503|Cl* NGC  188    DGV     684|Cl* NGC  188    PKM    5066|Cl* NGC  188    SMV    7745|GEN# +2.01881104|NGC   188  1104|UBV M  29967|Cl* NGC  188    FTS     183|Gaia DR2 573941324489082368,573941324489082368,573941324489082368,461601216
V* V773 Cep,303280,2019A&A...624A...8A,11.799238085519999,85.22543448785,2020yCat.1350....0G,0.5277,0.01510000042617321,2020yCat.1350....0G,-2.321,-0.996,3.0,2020yCat.1350....0G,-41.64,,2008AJ....135.2264G,Gaia EDR3 573941294425258496|TIC 461601201|2MASS J00471182+8513314|Cl* NGC  188    DGV     687|Cl* NGC  188    PKM    5078|Cl* NGC  188    UMK     141|Cl* NGC  188    SMV    7843|GEN# +2.01881102|NGC   188  1102|UBV M  29965|Cl* NGC  188    FTS      53|Cl* NGC  188     KS V34|V* V773 Cep|SBC9 3191|Gaia DR2 573941294425258496,573941294425258496,573941294425258496,461601201
NGC 188 1088,304030,2019A&A...624A...8A,12.154442773899998,85.2216788668,2020yCat.1350....0G,0.5038,0.01860000006854534,2020yCat.1350....0G,-2.283,-1.082,3.0,2020yCat.1350....0G,-37.57,,2008AJ....135.2264G,Gaia EDR3 573938408207240960|TIC 461601195|2MASS J00483706+8513180|Cl* NGC  188    DGV     496|Cl* NGC  188    PKM    5084|Cl* NGC  188    SMV    8576|NGC   188  1088|Cl* NGC  188    FTS     108|Gaia DR2 573938408207240960,573938408207240960,573938408207240960,461601195
NGC 188 1103,304028,2019A&A...624A...8A,11.764946676749998,85.22694177953,2020yCat.1350....0G,0.5145,0.02019999921321869,2020yCat.1350....0G,-2.391,-1.246,3.0,2020yCat.1350....0G,-42.77,,2008AJ....135.2264G,Gaia EDR3 573941294425256576|TIC 461601205|2MASS J00470358+8513369|Cl* NGC  188    DGV     685|Cl* NGC  188    PKM    5075|Cl* NGC  188    SMV    7765|GEN# +2.01881103|NGC   188  1103|UBV M  29966|Cl* NGC  188    FTS     146|Gaia DR2 573941294425256576,573941294425256576,573941294425256576,461601205
NGC 188 1076,303105,2019A&A...624A...8A,11.66906030279,85.24454394347,2020yCat.1350....0G,0.5362,0.017999999225139618,2020yCat.1350....0G,-2.293,-0.951,3.0,2020yCat.1350....0G,-43.79,,2008AJ....135.2264G,Gaia EDR3 573941534943412736|TIC 461601262|2MASS J00464057+8514402|Cl* NGC  188    DGV     679|Cl* NGC  188    PKM    5040|Cl* NGC  188    UMK     132|Cl* NGC  188    SMV    7574|GEN# +2.01881076|NGC   188  1076|UBV M  29948|Cl* NGC  188    FTS     112|SBC9 3149|Gaia DR2 573941534943412736,573941534943412736,573941534943412736,461601262
NGC 188 1021,303992,2019A&A...624A...8A,11.709575870640002,85.2614704397,2020yCat.1350....0G,0.5415,0.025800000876188278,2020yCat.1350....0G,-2.402,-1.005,3.0,2020yCat.1350....0G,-41.65,,2008AJ....135.2264G,Gaia EDR3 573941672382356224|TIC 461601312|2MASS J00465029+8515412|Cl* NGC  188    DGV     730|Cl* NGC  188    PKM    4999|Cl* NGC  188    SMV    7653|NGC   188  1021|Cl* NGC  188    FTS     230|SBC9 3148|Gaia DR2 573941672382356224,573941672382356224,573941672382356224,461601312
NGC 188 1027,303978,2019A&A...624A...8A,11.903544090420002,85.27624388899,2020yCat.1350....0G,0.509,0.018200000748038292,2020yCat.1350....0G,-2.519,-1.077,3.0,2020yCat.1350....0G,-44.87,,2008AJ....135.2264G,Gaia EDR3 573942978052408064|TIC 461601339|2MASS J00473686+8516343|Cl* NGC  188    DGV     748|Cl* NGC  188    PKM    4973|Cl* NGC  188    UMK     146|Cl* NGC  188    SMV    8063|NGC   188  1027|Cl* NGC  188    FTS     132|Gaia DR2 573942978052408064,573942978052408064,573942978052408064,461601339
NGC 188 1097,303110,2019A&A...624A...8A,11.94268959276,85.21451054183,2020yCat.1350....0G,0.5486,0.017400000244379044,2020yCat.1350....0G,-2.328,-1.022,3.0,2020yCat.1350....0G,-42.54,,2008AJ....135.2264G,Gaia EDR3 573941225705789568|TIC 461601183|2MASS J00474622+8512522|Cl* NGC  188    DGV     697|Cl* NGC  188    PKM    5095|Cl* NGC  188    SMV    8144|GEN# +2.01881097|NGC   188  1097|UBV M  29961|Cl* NGC  188    FTS      89|SBC9 3153|Gaia DR2 573941225705789568,573941225705789568,573941225705789568,461601183
NGC 188 1105,303279,2019A&A...624A...8A,11.748691841999998,85.22105679974,2020yCat.1350....0G,0.538,0.009499999694526196,2020yCat.1350....0G,-2.395,-1.06,3.0,2020yCat.1350....0G,-40.81,0.5600000023841858,2018yCat.1345....0G,Gaia EDR3 573941290129221888|TIC 461601193|2MASS J00465966+8513157|Cl* NGC  188     JA     973|Cl* NGC  188    DGV     686|Cl* NGC  188    PKM    5085|Cl* NGC  188    UMK     137|Cl* NGC  188    SMV    7738|GEN# +2.01881105|NGC   188  1105|UBV M  29968|Cl* NGC  188    FTS       6|Gaia DR2 573941290129221888,573941290129221888,573941290129221888,461601193
NGC 188 2122,303343,2019A&A...624A...8A,12.387599496069999,85.25463108255,2020yCat.1350....0G,0.5358,0.013399999588727951,2020yCat.1350....0G,-2.252,-0.554,3.0,2020yCat.1350....0G,-35.6,,2011AJ....142...59J,Gaia EDR3 573939885675971712|TIC 461618735|2MASS J00493302+8515166|Cl* NGC  188    DGV     763|Cl* NGC  188    PKM    5356|Cl* NGC  188    UMK     177|Cl* NGC  188    SMV    9027|NGC   188  2122|Cl* NGC  188    FTS      39|SBC9 3160|Gaia DR2 573939885675971712,573939885675971712,573939885675971712,461618735
